"timeMillisSpent","score"
1563,"-214hard/-59128soft"
1619,"-210hard/-59506soft"
1683,"-207hard/-59393soft"
1736,"-205hard/-59872soft"
1788,"-205hard/-59819soft"
1837,"-204hard/-59785soft"
1890,"-200hard/-60321soft"
1997,"-198hard/-60737soft"
2046,"-196hard/-60726soft"
2102,"-195hard/-60825soft"
2150,"-194hard/-60782soft"
2197,"-191hard/-60762soft"
2248,"-189hard/-60524soft"
2297,"-186hard/-60913soft"
2348,"-184hard/-61311soft"
2397,"-182hard/-61303soft"
2442,"-180hard/-61659soft"
2489,"-179hard/-61867soft"
2541,"-178hard/-62243soft"
2637,"-176hard/-62694soft"
2685,"-176hard/-62381soft"
2738,"-174hard/-62431soft"
2845,"-174hard/-62211soft"
2893,"-173hard/-62209soft"
2940,"-171hard/-62251soft"
2986,"-170hard/-62651soft"
3095,"-170hard/-62626soft"
3144,"-168hard/-62678soft"
3192,"-166hard/-62645soft"
3238,"-165hard/-62987soft"
3292,"-164hard/-63387soft"
3343,"-159hard/-63723soft"
3388,"-156hard/-64227soft"
3433,"-155hard/-64169soft"
3527,"-155hard/-63930soft"
3577,"-154hard/-63986soft"
3625,"-153hard/-64113soft"
3672,"-152hard/-64521soft"
3718,"-152hard/-64398soft"
3767,"-152hard/-64020soft"
3821,"-151hard/-64063soft"
3869,"-151hard/-63865soft"
3914,"-150hard/-63886soft"
3961,"-149hard/-64221soft"
4008,"-149hard/-64209soft"
4063,"-148hard/-64548soft"
4150,"-146hard/-64590soft"
4193,"-145hard/-64522soft"
4242,"-144hard/-64856soft"
4293,"-143hard/-64756soft"
4340,"-143hard/-64730soft"
4436,"-142hard/-64846soft"
4488,"-140hard/-64836soft"
4539,"-140hard/-64792soft"
4586,"-139hard/-65031soft"
4636,"-138hard/-65258soft"
4832,"-137hard/-65800soft"
4877,"-136hard/-65749soft"
4924,"-135hard/-65845soft"
4974,"-135hard/-65826soft"
5028,"-134hard/-66273soft"
5080,"-134hard/-66217soft"
5125,"-134hard/-65913soft"
5173,"-132hard/-66321soft"
5224,"-132hard/-66228soft"
5274,"-128hard/-66198soft"
5318,"-127hard/-66271soft"
5364,"-126hard/-66233soft"
5457,"-126hard/-66139soft"
5509,"-126hard/-65781soft"
5555,"-126hard/-65690soft"
5644,"-124hard/-65786soft"
5691,"-123hard/-65685soft"
5742,"-122hard/-65716soft"
5787,"-122hard/-65703soft"
5835,"-122hard/-65655soft"
5927,"-120hard/-65729soft"
6031,"-120hard/-65647soft"
6127,"-120hard/-65574soft"
6326,"-118hard/-65912soft"
6369,"-117hard/-65898soft"
6418,"-116hard/-66207soft"
6511,"-115hard/-66190soft"
6557,"-115hard/-66161soft"
6602,"-114hard/-66193soft"
6701,"-114hard/-66097soft"
7017,"-112hard/-66366soft"
7061,"-112hard/-66307soft"
7294,"-111hard/-66798soft"
7338,"-111hard/-66786soft"
7434,"-111hard/-66412soft"
7476,"-111hard/-66326soft"
7616,"-110hard/-66298soft"
7660,"-109hard/-66605soft"
7705,"-108hard/-66977soft"
7750,"-107hard/-67485soft"
7887,"-107hard/-67407soft"
7929,"-106hard/-67492soft"
8016,"-105hard/-67648soft"
8425,"-104hard/-68199soft"
8515,"-104hard/-68169soft"
8558,"-103hard/-68212soft"
8602,"-101hard/-68409soft"
8644,"-99hard/-68677soft"
8688,"-98hard/-68704soft"
8738,"-97hard/-68799soft"
8827,"-97hard/-68766soft"
8869,"-97hard/-68630soft"
9012,"-96hard/-68767soft"
9053,"-95hard/-68563soft"
9094,"-94hard/-68864soft"
9137,"-94hard/-68832soft"
9188,"-94hard/-68828soft"
9231,"-94hard/-68784soft"
9273,"-94hard/-68660soft"
9590,"-94hard/-68369soft"
9637,"-92hard/-68331soft"
9764,"-92hard/-68310soft"
9859,"-91hard/-68568soft"
9902,"-90hard/-68530soft"
9944,"-90hard/-68421soft"
9986,"-90hard/-68416soft"
10000,"-89hard/-68415soft"
