"timeMillisSpent","score"
105,"-20hard/-4839soft"
161,"-18hard/-5150soft"
162,"-17hard/-5148soft"
232,"-16hard/-5153soft"
302,"-15hard/-5188soft"
953,"-14hard/-6540soft"
989,"-14hard/-6513soft"
989,"-14hard/-6512soft"
994,"-14hard/-6502soft"
997,"-13hard/-6505soft"
2471,"-13hard/-6045soft"
2861,"-13hard/-5959soft"
2864,"-12hard/-5951soft"
2865,"-12hard/-5947soft"
2866,"-12hard/-5939soft"
3476,"-11hard/-6402soft"
3971,"-11hard/-5834soft"
3979,"-11hard/-5833soft"
4671,"-9hard/-5952soft"
5942,"-9hard/-5274soft"
5948,"-9hard/-5273soft"
6276,"-7hard/-6314soft"
6321,"-5hard/-6277soft"
7259,"-5hard/-5063soft"
