"timeMillisSpent","score"
27,"-9hard/-2503soft"
56,"-7hard/-2498soft"
104,"-6hard/-2835soft"
117,"-6hard/-2826soft"
171,"-5hard/-3410soft"
353,"-5hard/-3081soft"
359,"-5hard/-3071soft"
534,"-4hard/-3583soft"
646,"-3hard/-3731soft"
806,"-3hard/-3258soft"
809,"-3hard/-3253soft"
913,"-2hard/-3588soft"
915,"-2hard/-3585soft"
1082,"-1hard/-3360soft"
1247,"0hard/-3120soft"
1988,"0hard/-3003soft"
2601,"0hard/-2763soft"
3655,"0hard/-2757soft"
4668,"0hard/-2740soft"
4672,"0hard/-2729soft"
5089,"0hard/-2706soft"
5492,"0hard/-2703soft"
6117,"0hard/-2629soft"
6118,"0hard/-2627soft"
6120,"0hard/-2625soft"
6121,"0hard/-2616soft"
6514,"0hard/-2443soft"
6519,"0hard/-2440soft"
6539,"0hard/-2439soft"
6542,"0hard/-2438soft"
6550,"0hard/-2437soft"
6562,"0hard/-2434soft"
8259,"0hard/-2258soft"
9675,"0hard/-2241soft"
