"timeMillisSpent","score"
85,"-39hard/-5081soft"
148,"-39hard/-5065soft"
247,"-39hard/-5061soft"
284,"-39hard/-5057soft"
310,"-39hard/-5053soft"
360,"-39hard/-5047soft"
380,"-39hard/-5038soft"
396,"-39hard/-5036soft"
446,"-39hard/-5033soft"
495,"-38hard/-5354soft"
1194,"-38hard/-5346soft"
1225,"-37hard/-5342soft"
1283,"-36hard/-5343soft"
1349,"-36hard/-5336soft"
1424,"-32hard/-5644soft"
1496,"-29hard/-5643soft"
1559,"-29hard/-5329soft"
1603,"-28hard/-5347soft"
1629,"-28hard/-5344soft"
1664,"-28hard/-5339soft"
1711,"-28hard/-5337soft"
1722,"-26hard/-5319soft"
1857,"-25hard/-5319soft"
2020,"-24hard/-5637soft"
2079,"-24hard/-5635soft"
2145,"-24hard/-5633soft"
2375,"-23hard/-5634soft"
2421,"-23hard/-5632soft"
2500,"-23hard/-5622soft"
2531,"-23hard/-5620soft"
2734,"-23hard/-5324soft"
2759,"-23hard/-5322soft"
2819,"-23hard/-5320soft"
3024,"-23hard/-5319soft"
4112,"-22hard/-5333soft"
4157,"-22hard/-5329soft"
4260,"-22hard/-5328soft"
4463,"-22hard/-5323soft"
4542,"-22hard/-5316soft"
4605,"-22hard/-5314soft"
4666,"-21hard/-5313soft"
4901,"-21hard/-5310soft"
4926,"-21hard/-5309soft"
4990,"-21hard/-5307soft"
5022,"-21hard/-5306soft"
5798,"-21hard/-5304soft"
6438,"-19hard/-5627soft"
6619,"-19hard/-5626soft"
6868,"-19hard/-5623soft"
7848,"-18hard/-5619soft"
7926,"-18hard/-5611soft"
8015,"-18hard/-5607soft"
8070,"-18hard/-5604soft"
8285,"-18hard/-5603soft"
9282,"-18hard/-5596soft"
9444,"-18hard/-5593soft"
