"timeMillisSpent","score"
35,"-9hard/-2503soft"
81,"-7hard/-2498soft"
131,"-7hard/-2497soft"
183,"-5hard/-2490soft"
271,"-4hard/-2482soft"
317,"-3hard/-2486soft"
368,"-3hard/-2484soft"
672,"-2hard/-2491soft"
739,"-2hard/-2487soft"
801,"-2hard/-2482soft"
869,"-1hard/-2480soft"
993,"-1hard/-2476soft"
1051,"0hard/-2787soft"
1102,"0hard/-2476soft"
1157,"0hard/-2472soft"
1214,"0hard/-2465soft"
1270,"0hard/-2464soft"
1322,"0hard/-2462soft"
1436,"0hard/-2450soft"
1486,"0hard/-2449soft"
1538,"0hard/-2448soft"
1598,"0hard/-2447soft"
1916,"0hard/-2442soft"
1983,"0hard/-2436soft"
2058,"0hard/-2431soft"
2568,"0hard/-2428soft"
3882,"0hard/-2427soft"
4103,"0hard/-2425soft"
4165,"0hard/-2416soft"
4231,"0hard/-2414soft"
5652,"0hard/-2413soft"
5711,"0hard/-2412soft"
6086,"0hard/-2411soft"
6136,"0hard/-2410soft"
7018,"0hard/-2409soft"
7071,"0hard/-2407soft"
7209,"0hard/-2406soft"
7436,"0hard/-2405soft"
7597,"0hard/-2404soft"
7651,"0hard/-2403soft"
8373,"0hard/-2401soft"
8485,"0hard/-2399soft"
8607,"0hard/-2397soft"
