"timeMillisSpent","score"
86,"-20hard/-6026soft"
121,"-19hard/-6348soft"
134,"-18hard/-6467soft"
146,"-18hard/-6453soft"
195,"-18hard/-6449soft"
201,"-18hard/-6448soft"
212,"-17hard/-6613soft"
337,"-16hard/-6736soft"
338,"-15hard/-6738soft"
346,"-15hard/-6731soft"
347,"-15hard/-6714soft"
367,"-15hard/-6412soft"
368,"-15hard/-6399soft"
2085,"-15hard/-6218soft"
2090,"-15hard/-6194soft"
2591,"-14hard/-6575soft"
2659,"-14hard/-6569soft"
2874,"-14hard/-6367soft"
2913,"-13hard/-6292soft"
3514,"-12hard/-7081soft"
5610,"-12hard/-6488soft"
6914,"-11hard/-6995soft"
7512,"-10hard/-7028soft"
7522,"-10hard/-7015soft"
7607,"-10hard/-6668soft"
7612,"-10hard/-6665soft"
8947,"-10hard/-6519soft"
8948,"-7hard/-6525soft"
