"timeMillisSpent","score"
32,"-12hard/-2977soft"
44,"-10hard/-3292soft"
62,"-10hard/-3284soft"
77,"-7hard/-3593soft"
516,"-7hard/-3398soft"
748,"-7hard/-3268soft"
750,"-5hard/-3264soft"
3112,"-4hard/-3111soft"
3114,"-4hard/-3109soft"
3116,"-4hard/-3103soft"
3123,"-4hard/-3096soft"
3125,"-4hard/-3094soft"
3127,"-4hard/-3091soft"
3508,"-3hard/-3371soft"
4955,"-2hard/-2860soft"
4959,"-2hard/-2853soft"
4983,"-2hard/-2852soft"
4984,"-2hard/-2850soft"
7338,"-1hard/-3401soft"
9365,"0hard/-3022soft"
9367,"0hard/-3021soft"
