"timeMillisSpent","score"
358,"-46hard/-10877soft"
540,"-45hard/-11228soft"
579,"-43hard/-11538soft"
618,"-43hard/-11536soft"
656,"-41hard/-11856soft"
761,"-39hard/-11882soft"
1026,"-39hard/-11878soft"
1117,"-38hard/-11878soft"
1159,"-36hard/-11879soft"
1200,"-36hard/-11878soft"
1283,"-35hard/-12204soft"
1412,"-34hard/-12252soft"
1492,"-33hard/-12238soft"
1533,"-33hard/-12216soft"
1577,"-33hard/-12195soft"
1624,"-32hard/-12171soft"
1721,"-32hard/-11835soft"
1762,"-32hard/-11829soft"
1847,"-30hard/-11821soft"
1953,"-30hard/-11820soft"
2009,"-30hard/-11819soft"
2101,"-28hard/-11818soft"
2978,"-28hard/-11775soft"
3064,"-28hard/-11768soft"
3105,"-28hard/-11764soft"
3187,"-28hard/-11762soft"
3314,"-28hard/-11756soft"
3357,"-28hard/-11743soft"
3677,"-27hard/-12057soft"
3727,"-27hard/-12056soft"
3776,"-25hard/-12067soft"
3825,"-25hard/-12063soft"
3917,"-24hard/-12089soft"
4044,"-24hard/-11789soft"
4126,"-24hard/-11785soft"
4255,"-23hard/-12126soft"
4298,"-23hard/-12111soft"
4388,"-23hard/-12110soft"
4630,"-22hard/-12119soft"
4738,"-22hard/-12115soft"
5723,"-22hard/-12025soft"
5765,"-22hard/-12024soft"
5807,"-21hard/-12015soft"
6744,"-17hard/-13299soft"
6784,"-17hard/-13295soft"
6902,"-17hard/-13019soft"
6980,"-16hard/-12995soft"
7018,"-16hard/-12992soft"
7057,"-16hard/-12991soft"
7097,"-16hard/-12989soft"
7139,"-16hard/-12967soft"
7186,"-16hard/-12958soft"
7225,"-15hard/-12965soft"
7304,"-15hard/-12653soft"
7347,"-15hard/-12353soft"
7388,"-15hard/-12334soft"
7430,"-15hard/-12332soft"
7472,"-14hard/-12346soft"
7638,"-13hard/-12344soft"
8006,"-12hard/-12350soft"
8102,"-12hard/-12338soft"
8150,"-12hard/-12335soft"
8509,"-12hard/-12334soft"
8581,"-12hard/-12332soft"
8690,"-12hard/-12326soft"
8740,"-12hard/-12319soft"
