"timeMillisSpent","score"
84,"-25hard/-5085soft"
159,"-23hard/-5415soft"
204,"-23hard/-5410soft"
257,"-22hard/-5404soft"
316,"-21hard/-5402soft"
362,"-20hard/-5409soft"
405,"-20hard/-5398soft"
544,"-20hard/-5395soft"
635,"-20hard/-5393soft"
681,"-20hard/-5392soft"
726,"-20hard/-5391soft"
950,"-19hard/-5432soft"
996,"-19hard/-5423soft"
1413,"-17hard/-5421soft"
1548,"-17hard/-5420soft"
1722,"-17hard/-5407soft"
1766,"-17hard/-5405soft"
1806,"-17hard/-5404soft"
2081,"-17hard/-5401soft"
2178,"-17hard/-5397soft"
2230,"-11hard/-5717soft"
2278,"-10hard/-5744soft"
2382,"-10hard/-5743soft"
2476,"-10hard/-5741soft"
2890,"-10hard/-5740soft"
2932,"-9hard/-5747soft"
2975,"-9hard/-5743soft"
3018,"-9hard/-5739soft"
3061,"-8hard/-6276soft"
3104,"-8hard/-6274soft"
3148,"-8hard/-6273soft"
3194,"-7hard/-6470soft"
3285,"-7hard/-6456soft"
3332,"-7hard/-6455soft"
3416,"-7hard/-6453soft"
3458,"-7hard/-6449soft"
3502,"-7hard/-6441soft"
3893,"-7hard/-6440soft"
3940,"-7hard/-6437soft"
3983,"-7hard/-6434soft"
4026,"-7hard/-6432soft"
4111,"-7hard/-6431soft"
4154,"-7hard/-6430soft"
4199,"-7hard/-6429soft"
4522,"-7hard/-6427soft"
4564,"-7hard/-6426soft"
4605,"-5hard/-6418soft"
4826,"-5hard/-6417soft"
5082,"-5hard/-6416soft"
5964,"-5hard/-6415soft"
6007,"-5hard/-6412soft"
6049,"-5hard/-6411soft"
6093,"-5hard/-6409soft"
6134,"-5hard/-6408soft"
6397,"-5hard/-6399soft"
6442,"-5hard/-6395soft"
6703,"-5hard/-6379soft"
6748,"-5hard/-6375soft"
6793,"-5hard/-6068soft"
6839,"-5hard/-6067soft"
6884,"-5hard/-6065soft"
7532,"-5hard/-6059soft"
7713,"-5hard/-6055soft"
7756,"-5hard/-6054soft"
7797,"-5hard/-6053soft"
7843,"-5hard/-6052soft"
7927,"-5hard/-6051soft"
9839,"-5hard/-6048soft"
9884,"-5hard/-6045soft"
9928,"-5hard/-6044soft"
9971,"-5hard/-6040soft"
10000,"-5hard/-6035soft"
