"timeMillisSpent","score"
1730,"-83hard/-61704soft"
1780,"-82hard/-62193soft"
1949,"-82hard/-62005soft"
1997,"-81hard/-62111soft"
2046,"-80hard/-62029soft"
2095,"-79hard/-62155soft"
2141,"-74hard/-62736soft"
2191,"-73hard/-63219soft"
2280,"-72hard/-63538soft"
2333,"-71hard/-63500soft"
2378,"-71hard/-63330soft"
2422,"-69hard/-63353soft"
2469,"-69hard/-63211soft"
2514,"-68hard/-63259soft"
2569,"-66hard/-63352soft"
2623,"-65hard/-63850soft"
2674,"-64hard/-63772soft"
2719,"-62hard/-63778soft"
2774,"-62hard/-63542soft"
2824,"-62hard/-63401soft"
2868,"-59hard/-63904soft"
2956,"-55hard/-63944soft"
3004,"-54hard/-63915soft"
3054,"-54hard/-63903soft"
3096,"-52hard/-64114soft"
3138,"-50hard/-64068soft"
3182,"-47hard/-64678soft"
3227,"-46hard/-64909soft"
3410,"-45hard/-65057soft"
3455,"-44hard/-64954soft"
3592,"-43hard/-65541soft"
3767,"-41hard/-65959soft"
3808,"-41hard/-65896soft"
3894,"-40hard/-66007soft"
3945,"-31hard/-66998soft"
3991,"-30hard/-67358soft"
4032,"-30hard/-67290soft"
4076,"-30hard/-67105soft"
4118,"-30hard/-67078soft"
4207,"-29hard/-67041soft"
4248,"-28hard/-67198soft"
4376,"-27hard/-68047soft"
4424,"-25hard/-68080soft"
4469,"-25hard/-67997soft"
4512,"-25hard/-67888soft"
4556,"-25hard/-67752soft"
4598,"-24hard/-68070soft"
5087,"-23hard/-68071soft"
5130,"-23hard/-67971soft"
5172,"-23hard/-67951soft"
5216,"-22hard/-67928soft"
5263,"-22hard/-67866soft"
5310,"-22hard/-67821soft"
5354,"-22hard/-67606soft"
5399,"-22hard/-67572soft"
5442,"-21hard/-67445soft"
5487,"-20hard/-67347soft"
5577,"-20hard/-67344soft"
5620,"-20hard/-67183soft"
5662,"-20hard/-67177soft"
5706,"-20hard/-67013soft"
5771,"-20hard/-66872soft"
5824,"-19hard/-67024soft"
5874,"-19hard/-66921soft"
5917,"-18hard/-67016soft"
6027,"-18hard/-66805soft"
6077,"-16hard/-67342soft"
6163,"-16hard/-66891soft"
6209,"-16hard/-66780soft"
6260,"-16hard/-66619soft"
6304,"-16hard/-66564soft"
6561,"-15hard/-67374soft"
6602,"-15hard/-66972soft"
6645,"-15hard/-66781soft"
6692,"-15hard/-66695soft"
6859,"-15hard/-66299soft"
6908,"-15hard/-66198soft"
6953,"-15hard/-65856soft"
6995,"-15hard/-65799soft"
7040,"-15hard/-65794soft"
7837,"-14hard/-65779soft"
7921,"-14hard/-65762soft"
8676,"-13hard/-65969soft"
8763,"-13hard/-65902soft"
9343,"-13hard/-65722soft"
9386,"-13hard/-65614soft"
9604,"-12hard/-65794soft"
9690,"-12hard/-65765soft"
9822,"-12hard/-65718soft"
9948,"-11hard/-66568soft"
9994,"-11hard/-66201soft"
