"timeMillisSpent","score"
88,"-39hard/-5081soft"
282,"-38hard/-5405soft"
513,"-38hard/-5404soft"
559,"-37hard/-5396soft"
602,"-36hard/-5713soft"
671,"-36hard/-5709soft"
693,"-35hard/-5700soft"
716,"-34hard/-5696soft"
738,"-34hard/-5689soft"
760,"-33hard/-6007soft"
781,"-33hard/-6005soft"
902,"-33hard/-5702soft"
924,"-33hard/-5699soft"
968,"-33hard/-5695soft"
1013,"-33hard/-5589soft"
1168,"-32hard/-5605soft"
1188,"-32hard/-5604soft"
1279,"-32hard/-5600soft"
1301,"-30hard/-5589soft"
1325,"-29hard/-5586soft"
1348,"-29hard/-5584soft"
1371,"-29hard/-5572soft"
1394,"-28hard/-5567soft"
1483,"-28hard/-5557soft"
1507,"-28hard/-5555soft"
1532,"-27hard/-5553soft"
1555,"-24hard/-5858soft"
1608,"-23hard/-5872soft"
1673,"-22hard/-5873soft"
1694,"-22hard/-5872soft"
1717,"-22hard/-5867soft"
2630,"-20hard/-5913soft"
3500,"-18hard/-6485soft"
3521,"-17hard/-6504soft"
3562,"-17hard/-6497soft"
3584,"-16hard/-6487soft"
3626,"-16hard/-6485soft"
3647,"-16hard/-6483soft"
3689,"-16hard/-6167soft"
3710,"-16hard/-6165soft"
3772,"-15hard/-6187soft"
3811,"-15hard/-6177soft"
3830,"-15hard/-6173soft"
3897,"-14hard/-6211soft"
3916,"-14hard/-6208soft"
3955,"-14hard/-6207soft"
3997,"-13hard/-6205soft"
4044,"-12hard/-6553soft"
4091,"-12hard/-6251soft"
4221,"-12hard/-6245soft"
4244,"-12hard/-6240soft"
4324,"-11hard/-6556soft"
4363,"-9hard/-6541soft"
4423,"-9hard/-6540soft"
4619,"-8hard/-6872soft"
4637,"-8hard/-6855soft"
4674,"-7hard/-6849soft"
4964,"-7hard/-6720soft"
4984,"-6hard/-6718soft"
5010,"-6hard/-6716soft"
5031,"-6hard/-6702soft"
5051,"-6hard/-6694soft"
5069,"-6hard/-6688soft"
5091,"-6hard/-6685soft"
5129,"-6hard/-6684soft"
5172,"-6hard/-6385soft"
5272,"-6hard/-6374soft"
5291,"-6hard/-6360soft"
5310,"-6hard/-6352soft"
5330,"-6hard/-6351soft"
5625,"-6hard/-6347soft"
5643,"-6hard/-6341soft"
5661,"-6hard/-6332soft"
5679,"-6hard/-6330soft"
5697,"-6hard/-6329soft"
5715,"-6hard/-6322soft"
6646,"-5hard/-6743soft"
6722,"-5hard/-6742soft"
6744,"-5hard/-6739soft"
6767,"-5hard/-6734soft"
7110,"-5hard/-6733soft"
7767,"-4hard/-6821soft"
7786,"-3hard/-6820soft"
7804,"-3hard/-6814soft"
7826,"-3hard/-6811soft"
7848,"-3hard/-6810soft"
7869,"-2hard/-6818soft"
7889,"-2hard/-6817soft"
7908,"0hard/-7118soft"
7925,"0hard/-7096soft"
