"timeMillisSpent","score"
125,"-40hard/-14603soft"
176,"-39hard/-14652soft"
234,"-39hard/-14596soft"
373,"-39hard/-14549soft"
426,"-38hard/-14555soft"
538,"-35hard/-14925soft"
749,"-34hard/-15069soft"
800,"-32hard/-15387soft"
847,"-32hard/-15053soft"
894,"-31hard/-15048soft"
939,"-31hard/-14958soft"
986,"-31hard/-14913soft"
1078,"-31hard/-14854soft"
1176,"-31hard/-14693soft"
1228,"-31hard/-14491soft"
1276,"-30hard/-14504soft"
2037,"-29hard/-14745soft"
2086,"-29hard/-14741soft"
2137,"-27hard/-15102soft"
2184,"-27hard/-14791soft"
2968,"-26hard/-14732soft"
3013,"-25hard/-14883soft"
3060,"-25hard/-14859soft"
3107,"-23hard/-15204soft"
3157,"-23hard/-15110soft"
3205,"-23hard/-15032soft"
3248,"-23hard/-14995soft"
3291,"-23hard/-14972soft"
3390,"-21hard/-15355soft"
3437,"-21hard/-15345soft"
3479,"-21hard/-15000soft"
3524,"-20hard/-15100soft"
3875,"-20hard/-15063soft"
3920,"-20hard/-15017soft"
4008,"-19hard/-15027soft"
4270,"-19hard/-14985soft"
4316,"-19hard/-14952soft"
4358,"-19hard/-14946soft"
4627,"-17hard/-15010soft"
4671,"-16hard/-15138soft"
4713,"-16hard/-15057soft"
5926,"-15hard/-15736soft"
5972,"-14hard/-15674soft"
6023,"-14hard/-15615soft"
6555,"-13hard/-15812soft"
6595,"-13hard/-15738soft"
6678,"-13hard/-15722soft"
6724,"-13hard/-15641soft"
6766,"-13hard/-15590soft"
6811,"-13hard/-15422soft"
6861,"-13hard/-15421soft"
6903,"-13hard/-15418soft"
6949,"-13hard/-15406soft"
6995,"-13hard/-15389soft"
7039,"-13hard/-15334soft"
7253,"-13hard/-15322soft"
7336,"-13hard/-15261soft"
7466,"-13hard/-15185soft"
7931,"-13hard/-15183soft"
