"timeMillisSpent","score"
1299,"-97hard/-20228soft"
1335,"-97hard/-20223soft"
1421,"-97hard/-20221soft"
1630,"-96hard/-20529soft"
1709,"-94hard/-20874soft"
1786,"-92hard/-21186soft"
1838,"-91hard/-21495soft"
1971,"-91hard/-21492soft"
2021,"-91hard/-21488soft"
2119,"-85hard/-21490soft"
2289,"-85hard/-21161soft"
2324,"-84hard/-21175soft"
2535,"-84hard/-21174soft"
2572,"-84hard/-21172soft"
2619,"-84hard/-20967soft"
2654,"-84hard/-20963soft"
2789,"-83hard/-21281soft"
2856,"-83hard/-21279soft"
2868,"-81hard/-21288soft"
2993,"-80hard/-21440soft"
3039,"-77hard/-21639soft"
3287,"-77hard/-21636soft"
3327,"-75hard/-21940soft"
3383,"-74hard/-22274soft"
3584,"-74hard/-22263soft"
3626,"-71hard/-22566soft"
3929,"-70hard/-22912soft"
3997,"-70hard/-22903soft"
4013,"-70hard/-22899soft"
4064,"-70hard/-22575soft"
4094,"-70hard/-22564soft"
4191,"-68hard/-22889soft"
4229,"-68hard/-22873soft"
4334,"-68hard/-22870soft"
4407,"-66hard/-23199soft"
4462,"-64hard/-23521soft"
4509,"-63hard/-23853soft"
4601,"-63hard/-23535soft"
4718,"-63hard/-23206soft"
4788,"-63hard/-23201soft"
4973,"-63hard/-23187soft"
5057,"-63hard/-23182soft"
5900,"-62hard/-23191soft"
6010,"-61hard/-23187soft"
6067,"-60hard/-23046soft"
6134,"-57hard/-23062soft"
6184,"-57hard/-23061soft"
6290,"-56hard/-23062soft"
6450,"-54hard/-23064soft"
6510,"-53hard/-23200soft"
6583,"-51hard/-23079soft"
6742,"-50hard/-23080soft"
6951,"-50hard/-23066soft"
7023,"-50hard/-22754soft"
7060,"-50hard/-22753soft"
7159,"-50hard/-22740soft"
7275,"-48hard/-22757soft"
7386,"-48hard/-22755soft"
7425,"-47hard/-22766soft"
7491,"-47hard/-22765soft"
7640,"-46hard/-22775soft"
7771,"-46hard/-22760soft"
7833,"-44hard/-22745soft"
7978,"-44hard/-22735soft"
8058,"-44hard/-22732soft"
8141,"-42hard/-22742soft"
8489,"-42hard/-22736soft"
8724,"-42hard/-22731soft"
8775,"-42hard/-22721soft"
8882,"-42hard/-22714soft"
9077,"-42hard/-22713soft"
9559,"-42hard/-22708soft"
9738,"-42hard/-22705soft"
9876,"-42hard/-22695soft"
10000,"-41hard/-23025soft"
