"timeMillisSpent","score"
369,"-51hard/-11252soft"
390,"-49hard/-11245soft"
422,"-48hard/-11246soft"
572,"-46hard/-11581soft"
622,"-45hard/-11583soft"
655,"-45hard/-11582soft"
688,"-45hard/-11575soft"
762,"-45hard/-11551soft"
801,"-44hard/-11882soft"
894,"-44hard/-11579soft"
1066,"-43hard/-11894soft"
1138,"-43hard/-11892soft"
1237,"-42hard/-11928soft"
1322,"-42hard/-11927soft"
1359,"-41hard/-11928soft"
1378,"-41hard/-11924soft"
1505,"-40hard/-11926soft"
1558,"-40hard/-11925soft"
1936,"-36hard/-11939soft"
1984,"-36hard/-11933soft"
2040,"-36hard/-11924soft"
2075,"-35hard/-11919soft"
2180,"-35hard/-11901soft"
2338,"-34hard/-12219soft"
2413,"-34hard/-11912soft"
2440,"-34hard/-11909soft"
2496,"-34hard/-11902soft"
2851,"-31hard/-11915soft"
2961,"-31hard/-11910soft"
3011,"-31hard/-11907soft"
3083,"-30hard/-11908soft"
3168,"-29hard/-11916soft"
3276,"-29hard/-11913soft"
3451,"-29hard/-11911soft"
3647,"-29hard/-11887soft"
3714,"-29hard/-11884soft"
3761,"-29hard/-11877soft"
3893,"-28hard/-11889soft"
3908,"-28hard/-11884soft"
3963,"-27hard/-11875soft"
4041,"-27hard/-11873soft"
4328,"-27hard/-11870soft"
4514,"-27hard/-11869soft"
4677,"-27hard/-11866soft"
4691,"-27hard/-11850soft"
4829,"-27hard/-11849soft"
4872,"-27hard/-11848soft"
4963,"-27hard/-11837soft"
5081,"-27hard/-11825soft"
5451,"-27hard/-11822soft"
5679,"-27hard/-11821soft"
5791,"-27hard/-11820soft"
5911,"-27hard/-11813soft"
6082,"-26hard/-12275soft"
6304,"-26hard/-12274soft"
6335,"-26hard/-12271soft"
7062,"-26hard/-11957soft"
7373,"-26hard/-11956soft"
7464,"-25hard/-12259soft"
7547,"-25hard/-12258soft"
7915,"-25hard/-11970soft"
8118,"-25hard/-11969soft"
8156,"-25hard/-11953soft"
8261,"-25hard/-11952soft"
8342,"-25hard/-11943soft"
8375,"-25hard/-11940soft"
8426,"-25hard/-11937soft"
8484,"-25hard/-11932soft"
8589,"-25hard/-11929soft"
8686,"-25hard/-11926soft"
8804,"-21hard/-12246soft"
8886,"-21hard/-11918soft"
8940,"-21hard/-11916soft"
9117,"-21hard/-11915soft"
9142,"-21hard/-11913soft"
9313,"-21hard/-11912soft"
9481,"-21hard/-11911soft"
9522,"-21hard/-11906soft"
9600,"-21hard/-11903soft"
9665,"-21hard/-11893soft"
9751,"-21hard/-11892soft"
9865,"-21hard/-11891soft"
10000,"-21hard/-11882soft"
