"timeMillisSpent","score"
439,"-36hard/-29613soft"
689,"-34hard/-30468soft"
715,"-33hard/-30624soft"
766,"-33hard/-30614soft"
788,"-32hard/-30586soft"
1077,"-29hard/-30960soft"
1099,"-29hard/-30957soft"
1122,"-28hard/-30914soft"
1150,"-28hard/-30775soft"
1357,"-27hard/-30886soft"
1408,"-25hard/-31557soft"
1449,"-25hard/-31369soft"
1491,"-24hard/-31553soft"
1515,"-22hard/-31748soft"
1535,"-22hard/-31648soft"
1561,"-22hard/-31642soft"
1715,"-21hard/-31770soft"
1737,"-20hard/-31731soft"
1764,"-20hard/-31716soft"
1956,"-20hard/-31520soft"
1979,"-20hard/-31487soft"
2006,"-20hard/-31354soft"
2059,"-19hard/-31713soft"
2084,"-19hard/-31688soft"
2104,"-18hard/-32274soft"
2231,"-17hard/-32850soft"
2254,"-17hard/-32837soft"
2317,"-16hard/-32810soft"
2339,"-16hard/-32731soft"
2361,"-16hard/-32713soft"
2424,"-13hard/-32959soft"
2497,"-13hard/-32894soft"
2519,"-13hard/-32843soft"
2538,"-13hard/-32821soft"
2558,"-13hard/-32677soft"
2602,"-13hard/-32550soft"
2621,"-13hard/-32545soft"
2644,"-13hard/-32417soft"
2670,"-13hard/-32365soft"
3016,"-9hard/-31607soft"
3036,"-9hard/-31527soft"
3056,"-9hard/-31522soft"
3124,"-8hard/-31450soft"
3373,"-7hard/-32147soft"
3399,"-7hard/-32079soft"
3423,"-7hard/-32028soft"
3447,"-7hard/-31910soft"
3467,"-7hard/-31893soft"
3707,"-6hard/-32256soft"
3739,"-6hard/-32254soft"
3801,"-6hard/-32241soft"
3833,"-6hard/-32217soft"
3858,"-6hard/-32156soft"
3946,"-6hard/-32154soft"
4279,"-6hard/-31893soft"
4300,"-6hard/-31822soft"
4321,"-6hard/-31813soft"
4407,"-5hard/-31909soft"
4433,"-5hard/-31905soft"
4459,"-5hard/-31807soft"
4487,"-5hard/-31787soft"
4639,"-4hard/-32161soft"
4683,"-2hard/-32451soft"
4730,"-2hard/-32416soft"
4753,"-2hard/-32388soft"
4813,"-2hard/-32292soft"
4834,"-2hard/-32219soft"
4858,"-2hard/-32196soft"
5154,"-2hard/-32163soft"
5219,"-2hard/-31995soft"
8746,"-2hard/-30506soft"
9616,"-1hard/-30869soft"
9637,"-1hard/-30835soft"
9975,"0hard/-31952soft"
9996,"0hard/-31880soft"
