"timeMillisSpent","score"
19,"-13hard/-2093soft"
22,"-13hard/-2091soft"
30,"-13hard/-2088soft"
80,"-12hard/-2402soft"
204,"-11hard/-2468soft"
210,"-11hard/-2462soft"
327,"-11hard/-2457soft"
560,"-10hard/-2485soft"
562,"-10hard/-2482soft"
641,"-10hard/-2165soft"
641,"-10hard/-2159soft"
643,"-10hard/-2140soft"
662,"-8hard/-2499soft"
663,"-7hard/-2493soft"
663,"-6hard/-2486soft"
697,"-6hard/-2459soft"
1405,"-4hard/-3064soft"
1413,"-4hard/-3052soft"
2737,"-4hard/-2412soft"
2737,"-4hard/-2411soft"
3531,"-3hard/-2768soft"
3547,"-2hard/-2778soft"
3556,"-2hard/-2750soft"
4385,"-2hard/-2415soft"
4819,"-1hard/-2434soft"
5503,"0hard/-3068soft"
5951,"0hard/-3035soft"
5957,"0hard/-3028soft"
6302,"0hard/-2749soft"
6491,"0hard/-2734soft"
6559,"0hard/-2416soft"
6587,"0hard/-2411soft"
7939,"0hard/-2400soft"
8319,"0hard/-2399soft"
8327,"0hard/-2398soft"
8327,"0hard/-2396soft"
