"timeMillisSpent","score"
42,"-14hard/-7406soft"
79,"-13hard/-7346soft"
122,"-13hard/-7263soft"
166,"-13hard/-7150soft"
220,"-13hard/-7051soft"
274,"-12hard/-7116soft"
373,"-12hard/-7010soft"
417,"-12hard/-7008soft"
462,"-12hard/-6948soft"
549,"-11hard/-7498soft"
588,"-10hard/-7165soft"
629,"-9hard/-7098soft"
674,"-9hard/-7085soft"
716,"-9hard/-7067soft"
757,"-9hard/-7050soft"
868,"-8hard/-7080soft"
906,"-7hard/-7208soft"
987,"-7hard/-7006soft"
1021,"-7hard/-7004soft"
1057,"-7hard/-6985soft"
1090,"-7hard/-6967soft"
1319,"-7hard/-6962soft"
1510,"-7hard/-6954soft"
