"timeMillisSpent","score"
7,"-1hard/-1202soft"
15,"0hard/-1516soft"
17,"0hard/-1505soft"
37,"0hard/-1501soft"
41,"0hard/-1496soft"
42,"0hard/-1485soft"
50,"0hard/-1480soft"
72,"0hard/-1477soft"
73,"0hard/-1474soft"
126,"0hard/-1154soft"
275,"0hard/-1150soft"
280,"0hard/-1142soft"
281,"0hard/-1138soft"
281,"0hard/-1130soft"
480,"0hard/-1122soft"
902,"0hard/-1121soft"
994,"0hard/-1119soft"
1007,"0hard/-1118soft"
1202,"0hard/-1115soft"
2110,"0hard/-1111soft"
2856,"0hard/-1110soft"
2884,"0hard/-1107soft"
3399,"0hard/-1105soft"
3404,"0hard/-1101soft"
3415,"0hard/-1100soft"
