"timeMillisSpent","score"
1314,"-97hard/-20228soft"
1475,"-96hard/-20540soft"
1653,"-95hard/-20544soft"
1793,"-94hard/-20540soft"
1839,"-93hard/-20852soft"
1862,"-91hard/-21182soft"
1972,"-90hard/-21230soft"
1994,"-89hard/-21230soft"
2451,"-87hard/-22345soft"
2463,"-86hard/-22778soft"
2931,"-86hard/-22681soft"
5957,"-86hard/-22261soft"
6030,"-85hard/-22266soft"
6049,"-85hard/-22252soft"
6458,"-84hard/-22857soft"
6534,"-84hard/-22855soft"
7971,"-84hard/-22244soft"
8292,"-84hard/-22227soft"
9061,"-83hard/-22042soft"
9114,"-83hard/-22040soft"
9140,"-81hard/-22024soft"
9152,"-80hard/-22040soft"
9170,"-78hard/-22034soft"
