"timeMillisSpent","score"
89,"-20hard/-4839soft"
141,"-17hard/-4850soft"
150,"-17hard/-4848soft"
203,"-16hard/-5173soft"
238,"-15hard/-5166soft"
246,"-13hard/-5169soft"
262,"-12hard/-5170soft"
360,"-12hard/-4884soft"
470,"-12hard/-4879soft"
478,"-12hard/-4878soft"
496,"-10hard/-4890soft"
502,"-10hard/-4882soft"
509,"-10hard/-4881soft"
536,"-7hard/-5207soft"
543,"-6hard/-5214soft"
587,"-4hard/-5546soft"
593,"-4hard/-5232soft"
997,"-4hard/-5170soft"
1952,"-3hard/-4944soft"
1975,"-2hard/-4947soft"
2465,"-1hard/-4971soft"
2479,"-1hard/-4964soft"
2487,"-1hard/-4957soft"
2492,"-1hard/-4953soft"
2508,"-1hard/-4950soft"
2524,"-1hard/-4949soft"
2554,"-1hard/-4947soft"
2559,"-1hard/-4945soft"
2566,"-1hard/-4943soft"
2571,"-1hard/-4937soft"
2590,"-1hard/-4928soft"
2604,"-1hard/-4920soft"
3058,"-1hard/-4919soft"
3075,"-1hard/-4912soft"
3191,"-1hard/-4908soft"
3200,"-1hard/-4906soft"
3226,"-1hard/-4904soft"
3468,"-1hard/-4901soft"
3483,"0hard/-4905soft"
3509,"0hard/-4903soft"
3536,"0hard/-4902soft"
3543,"0hard/-4901soft"
3566,"0hard/-4899soft"
3571,"0hard/-4898soft"
3589,"0hard/-4893soft"
3592,"0hard/-4891soft"
3602,"0hard/-4890soft"
3612,"0hard/-4887soft"
4664,"0hard/-4884soft"
5045,"0hard/-4881soft"
5116,"0hard/-4876soft"
5128,"0hard/-4870soft"
6322,"0hard/-4867soft"
6365,"0hard/-4863soft"
6409,"0hard/-4861soft"
6431,"0hard/-4858soft"
6440,"0hard/-4856soft"
6455,"0hard/-4853soft"
7900,"0hard/-4851soft"
7903,"0hard/-4848soft"
7922,"0hard/-4847soft"
7946,"0hard/-4846soft"
7969,"0hard/-4845soft"
7971,"0hard/-4844soft"
8000,"0hard/-4843soft"
8027,"0hard/-4841soft"
8048,"0hard/-4840soft"
8056,"0hard/-4838soft"
8935,"0hard/-4837soft"
9023,"0hard/-4834soft"
9037,"0hard/-4526soft"
9054,"0hard/-4525soft"
9534,"0hard/-4523soft"
9676,"0hard/-4522soft"
9949,"0hard/-4521soft"
