"timeMillisSpent","score"
24,"-9hard/-2503soft"
31,"-9hard/-2499soft"
60,"-7hard/-2494soft"
80,"-5hard/-2488soft"
105,"-5hard/-2487soft"
180,"-4hard/-2485soft"
252,"-3hard/-2463soft"
608,"-3hard/-2452soft"
634,"-3hard/-2448soft"
656,"-3hard/-2446soft"
668,"-3hard/-2437soft"
692,"-2hard/-2462soft"
708,"-2hard/-2461soft"
714,"-2hard/-2453soft"
726,"-2hard/-2451soft"
763,"-2hard/-2447soft"
782,"-2hard/-2443soft"
808,"-2hard/-2442soft"
873,"-2hard/-2433soft"
910,"-2hard/-2432soft"
1253,"0hard/-2737soft"
1312,"0hard/-2735soft"
1444,"0hard/-2729soft"
1473,"0hard/-2727soft"
1502,"0hard/-2723soft"
1522,"0hard/-2722soft"
1550,"0hard/-2414soft"
