"timeMillisSpent","score"
80,"-20hard/-6026soft"
118,"-20hard/-5705soft"
256,"-20hard/-5691soft"
273,"-20hard/-5689soft"
298,"-19hard/-5682soft"
339,"-19hard/-5676soft"
416,"-17hard/-6004soft"
481,"-17hard/-5997soft"
731,"-16hard/-6145soft"
745,"-14hard/-6450soft"
778,"-14hard/-6448soft"
803,"-14hard/-6441soft"
839,"-14hard/-6437soft"
901,"-13hard/-6445soft"
917,"-11hard/-6437soft"
952,"-11hard/-6428soft"
1229,"-10hard/-6752soft"
1282,"-10hard/-6745soft"
1305,"-10hard/-6741soft"
1338,"-10hard/-6737soft"
1364,"-10hard/-6734soft"
1415,"-10hard/-6421soft"
1533,"-9hard/-6420soft"
1589,"-9hard/-6416soft"
1636,"-9hard/-6414soft"
1841,"-8hard/-6418soft"
1934,"-8hard/-6414soft"
3210,"-7hard/-6772soft"
3289,"-7hard/-6462soft"
3299,"-7hard/-6459soft"
3329,"-6hard/-6455soft"
3370,"-5hard/-6443soft"
3418,"-5hard/-6439soft"
3440,"-5hard/-6419soft"
3487,"-5hard/-6416soft"
3510,"-5hard/-6409soft"
3549,"-5hard/-6404soft"
3562,"-5hard/-6401soft"
3631,"-5hard/-6399soft"
3916,"-4hard/-6418soft"
3971,"-4hard/-6417soft"
4013,"-4hard/-6404soft"
4064,"-4hard/-6401soft"
4106,"-4hard/-6400soft"
4122,"-4hard/-6399soft"
4323,"-4hard/-6392soft"
4512,"-4hard/-6390soft"
6976,"-4hard/-6383soft"
6995,"-4hard/-6381soft"
7143,"-4hard/-6379soft"
7287,"-4hard/-6378soft"
7365,"-4hard/-6377soft"
7436,"-4hard/-6365soft"
7563,"-4hard/-6364soft"
7642,"-4hard/-6038soft"
8365,"-4hard/-6037soft"
8468,"-4hard/-6035soft"
8548,"-4hard/-6033soft"
8711,"-4hard/-6032soft"
