"timeMillisSpent","score"
89,"-20hard/-6026soft"
140,"-20hard/-5705soft"
283,"-20hard/-5691soft"
300,"-20hard/-5689soft"
327,"-19hard/-5682soft"
374,"-19hard/-5676soft"
454,"-17hard/-6004soft"
522,"-17hard/-5997soft"
795,"-16hard/-6145soft"
814,"-14hard/-6450soft"
851,"-14hard/-6448soft"
879,"-14hard/-6441soft"
925,"-14hard/-6437soft"
999,"-13hard/-6445soft"
1017,"-11hard/-6437soft"
1064,"-11hard/-6428soft"
1392,"-10hard/-6752soft"
1455,"-10hard/-6745soft"
1481,"-10hard/-6741soft"
1516,"-10hard/-6737soft"
1545,"-10hard/-6734soft"
1604,"-10hard/-6421soft"
1725,"-9hard/-6420soft"
1786,"-9hard/-6416soft"
1841,"-9hard/-6414soft"
2072,"-8hard/-6418soft"
2174,"-8hard/-6414soft"
2294,"-8hard/-6408soft"
2372,"-8hard/-6406soft"
2394,"-8hard/-6404soft"
2478,"-7hard/-6419soft"
2515,"-7hard/-6414soft"
2548,"-7hard/-6413soft"
2573,"-7hard/-6411soft"
2682,"-7hard/-6408soft"
3146,"-7hard/-6274soft"
3177,"-7hard/-6273soft"
3626,"-7hard/-6260soft"
3817,"-7hard/-6254soft"
3840,"-7hard/-6251soft"
3900,"-7hard/-6245soft"
3928,"-7hard/-6243soft"
3943,"-7hard/-6241soft"
4054,"-7hard/-6240soft"
4098,"-7hard/-6237soft"
4116,"-7hard/-6235soft"
4145,"-7hard/-6233soft"
4179,"-7hard/-6225soft"
4272,"-7hard/-6223soft"
4392,"-7hard/-6221soft"
4421,"-6hard/-6088soft"
4474,"-6hard/-6073soft"
4659,"-6hard/-6070soft"
5068,"-5hard/-6088soft"
5107,"-5hard/-6086soft"
5212,"-5hard/-6083soft"
5325,"-5hard/-6081soft"
5390,"-5hard/-6079soft"
5643,"-5hard/-6072soft"
5715,"-5hard/-6070soft"
5732,"-5hard/-6069soft"
5851,"-5hard/-6067soft"
5870,"-5hard/-6064soft"
6023,"-5hard/-6063soft"
6097,"-5hard/-6048soft"
6329,"-5hard/-6045soft"
6355,"-5hard/-6044soft"
6400,"-5hard/-6043soft"
6697,"-5hard/-6042soft"
6730,"-5hard/-6041soft"
6755,"-5hard/-6040soft"
6889,"-5hard/-6038soft"
6964,"-5hard/-6036soft"
6999,"-5hard/-6035soft"
7250,"-5hard/-6033soft"
7966,"-5hard/-5942soft"
8004,"-5hard/-5934soft"
8083,"-5hard/-5932soft"
