"timeMillisSpent","score"
327,"-51hard/-11252soft"
349,"-49hard/-11245soft"
377,"-48hard/-11246soft"
523,"-46hard/-11581soft"
563,"-45hard/-11583soft"
592,"-45hard/-11582soft"
626,"-45hard/-11575soft"
689,"-45hard/-11551soft"
727,"-44hard/-11882soft"
815,"-44hard/-11579soft"
966,"-43hard/-11894soft"
1031,"-43hard/-11892soft"
1122,"-42hard/-11928soft"
1189,"-42hard/-11927soft"
1221,"-41hard/-11928soft"
1233,"-41hard/-11924soft"
1351,"-40hard/-11926soft"
1401,"-40hard/-11925soft"
1804,"-38hard/-11967soft"
1852,"-38hard/-11959soft"
1939,"-37hard/-12268soft"
1988,"-36hard/-12574soft"
2021,"-36hard/-12552soft"
2064,"-36hard/-12534soft"
2108,"-36hard/-12229soft"
2136,"-34hard/-12544soft"
2195,"-33hard/-12535soft"
2286,"-33hard/-12534soft"
2309,"-33hard/-12532soft"
2344,"-33hard/-12528soft"
2419,"-33hard/-12522soft"
2453,"-33hard/-12510soft"
2544,"-33hard/-12508soft"
2668,"-29hard/-12525soft"
2679,"-29hard/-12234soft"
2737,"-29hard/-12230soft"
2787,"-28hard/-12231soft"
2892,"-26hard/-12220soft"
3082,"-25hard/-12215soft"
3126,"-25hard/-12200soft"
3194,"-25hard/-12199soft"
3353,"-23hard/-12211soft"
3422,"-23hard/-12199soft"
3458,"-21hard/-12524soft"
3508,"-21hard/-12523soft"
3538,"-21hard/-12515soft"
3654,"-21hard/-12487soft"
3729,"-21hard/-12469soft"
3745,"-21hard/-12468soft"
3811,"-21hard/-12466soft"
3937,"-21hard/-12458soft"
4007,"-19hard/-12471soft"
4049,"-19hard/-12468soft"
4136,"-18hard/-12458soft"
4180,"-18hard/-12456soft"
4246,"-18hard/-12453soft"
4333,"-17hard/-12457soft"
4479,"-17hard/-12451soft"
4552,"-17hard/-12450soft"
4597,"-17hard/-12446soft"
4600,"-17hard/-12433soft"
4663,"-17hard/-12427soft"
4769,"-15hard/-12425soft"
4815,"-15hard/-12421soft"
5170,"-14hard/-12415soft"
5212,"-14hard/-12410soft"
5296,"-14hard/-12402soft"
5341,"-14hard/-12400soft"
5425,"-14hard/-12399soft"
5445,"-14hard/-12397soft"
5752,"-13hard/-12564soft"
5851,"-13hard/-12562soft"
5985,"-13hard/-12561soft"
6125,"-13hard/-12560soft"
6156,"-13hard/-12558soft"
6305,"-13hard/-12554soft"
6346,"-13hard/-12549soft"
6383,"-13hard/-12547soft"
6484,"-13hard/-12539soft"
6672,"-13hard/-12535soft"
6755,"-12hard/-12531soft"
7463,"-12hard/-12528soft"
7507,"-12hard/-12526soft"
7570,"-12hard/-12525soft"
7760,"-12hard/-12516soft"
7822,"-12hard/-12514soft"
7937,"-11hard/-12506soft"
7983,"-11hard/-12503soft"
8069,"-11hard/-12502soft"
8123,"-11hard/-12499soft"
8443,"-11hard/-12196soft"
8551,"-11hard/-12194soft"
8685,"-10hard/-12195soft"
8789,"-10hard/-12177soft"
9124,"-10hard/-12172soft"
9439,"-10hard/-12171soft"
9534,"-9hard/-12165soft"
9699,"-9hard/-12160soft"
9736,"-9hard/-12157soft"
9914,"-9hard/-12156soft"
