"timeMillisSpent","score"
348,"-51hard/-11252soft"
866,"-50hard/-11974soft"
886,"-50hard/-11966soft"
961,"-49hard/-12451soft"
1771,"-47hard/-12484soft"
1812,"-46hard/-12485soft"
1868,"-45hard/-12797soft"
1887,"-45hard/-12786soft"
2606,"-45hard/-12109soft"
2627,"-45hard/-12107soft"
2646,"-44hard/-12427soft"
2685,"-44hard/-12425soft"
2743,"-41hard/-12452soft"
2762,"-41hard/-12451soft"
2836,"-40hard/-12562soft"
2854,"-40hard/-12561soft"
2874,"-40hard/-12557soft"
2899,"-40hard/-12555soft"
3005,"-39hard/-12571soft"
3049,"-38hard/-12356soft"
3072,"-37hard/-12333soft"
3092,"-37hard/-12306soft"
3118,"-37hard/-12296soft"
3443,"-36hard/-12023soft"
3463,"-36hard/-12019soft"
3482,"-35hard/-12022soft"
3501,"-35hard/-12012soft"
3696,"-35hard/-11693soft"
3716,"-35hard/-11692soft"
3735,"-35hard/-11686soft"
3754,"-34hard/-11674soft"
3775,"-33hard/-11672soft"
3851,"-32hard/-11686soft"
3874,"-31hard/-11931soft"
4074,"-30hard/-12261soft"
4114,"-29hard/-12267soft"
4135,"-29hard/-12262soft"
4403,"-28hard/-12288soft"
4445,"-25hard/-12289soft"
5220,"-25hard/-12242soft"
5239,"-25hard/-12235soft"
5258,"-25hard/-12231soft"
5352,"-25hard/-12224soft"
5370,"-25hard/-12219soft"
5389,"-25hard/-12211soft"
5407,"-25hard/-12207soft"
