"timeMillisSpent","score"
407,"-48hard/-10736soft"
424,"-48hard/-10734soft"
481,"-47hard/-11050soft"
937,"-45hard/-11054soft"
979,"-45hard/-11053soft"
1031,"-44hard/-11051soft"
1131,"-43hard/-11364soft"
1155,"-43hard/-11213soft"
1221,"-43hard/-11202soft"
1294,"-39hard/-11188soft"
1333,"-38hard/-11185soft"
1443,"-34hard/-11492soft"
1493,"-33hard/-11486soft"
1549,"-32hard/-11502soft"
1570,"-32hard/-11500soft"
2071,"-31hard/-11520soft"
2177,"-31hard/-11519soft"
2189,"-31hard/-11518soft"
2215,"-31hard/-11516soft"
2273,"-31hard/-11515soft"
2303,"-31hard/-11514soft"
2332,"-30hard/-11512soft"
2550,"-28hard/-11821soft"
2584,"-25hard/-11826soft"
2607,"-25hard/-11524soft"
2684,"-25hard/-11511soft"
2715,"-23hard/-11839soft"
2785,"-23hard/-11832soft"
2821,"-23hard/-11825soft"
2982,"-23hard/-11810soft"
3038,"-22hard/-11828soft"
3067,"-22hard/-11825soft"
3099,"-22hard/-11824soft"
3138,"-22hard/-11823soft"
3328,"-22hard/-11808soft"
3459,"-22hard/-11807soft"
3801,"-22hard/-11797soft"
3948,"-20hard/-11824soft"
3971,"-20hard/-11507soft"
4037,"-20hard/-11505soft"
4111,"-20hard/-11503soft"
4641,"-20hard/-11502soft"
4840,"-20hard/-11501soft"
5330,"-19hard/-11811soft"
5383,"-19hard/-11511soft"
5464,"-19hard/-11506soft"
5511,"-19hard/-11504soft"
5676,"-19hard/-11498soft"
5940,"-19hard/-11485soft"
5970,"-19hard/-11484soft"
6236,"-19hard/-11481soft"
6269,"-19hard/-11480soft"
6497,"-19hard/-11475soft"
6551,"-19hard/-11473soft"
6582,"-19hard/-11470soft"
6612,"-19hard/-11454soft"
6650,"-19hard/-11443soft"
6734,"-19hard/-11441soft"
6776,"-18hard/-11451soft"
7036,"-18hard/-11447soft"
7070,"-18hard/-11444soft"
7125,"-18hard/-11440soft"
7143,"-18hard/-11438soft"
7200,"-18hard/-11435soft"
7698,"-16hard/-11441soft"
7801,"-16hard/-11440soft"
7870,"-16hard/-11432soft"
7885,"-16hard/-11429soft"
8039,"-16hard/-11420soft"
8063,"-16hard/-11419soft"
8130,"-16hard/-11100soft"
8161,"-16hard/-11096soft"
8266,"-16hard/-11087soft"
8315,"-16hard/-11077soft"
8466,"-16hard/-11070soft"
8630,"-16hard/-10916soft"
8673,"-16hard/-10915soft"
8809,"-16hard/-10912soft"
