"timeMillisSpent","score"
369,"-58hard/-10335soft"
410,"-57hard/-10338soft"
611,"-56hard/-10683soft"
703,"-54hard/-11013soft"
860,"-53hard/-11000soft"
884,"-53hard/-10982soft"
907,"-52hard/-10983soft"
1005,"-52hard/-10970soft"
1089,"-50hard/-10976soft"
1181,"-50hard/-10974soft"
1214,"-48hard/-10996soft"
1280,"-48hard/-10993soft"
1352,"-45hard/-10998soft"
1442,"-44hard/-11014soft"
1469,"-43hard/-11011soft"
1532,"-41hard/-11008soft"
1592,"-41hard/-11003soft"
1779,"-41hard/-11002soft"
1899,"-41hard/-10999soft"
2062,"-41hard/-10996soft"
2290,"-40hard/-11003soft"
2309,"-40hard/-10989soft"
2361,"-39hard/-10989soft"
2404,"-39hard/-10988soft"
2462,"-39hard/-10984soft"
2641,"-39hard/-10979soft"
2738,"-39hard/-10975soft"
3002,"-39hard/-10971soft"
3044,"-39hard/-10969soft"
3297,"-38hard/-10983soft"
3332,"-37hard/-11095soft"
3370,"-35hard/-11418soft"
3412,"-35hard/-11414soft"
3457,"-35hard/-11397soft"
3483,"-35hard/-11389soft"
3506,"-33hard/-11377soft"
3605,"-33hard/-11375soft"
3792,"-33hard/-11372soft"
4002,"-33hard/-11365soft"
4062,"-33hard/-11353soft"
4146,"-33hard/-11346soft"
4214,"-32hard/-11342soft"
4270,"-32hard/-11341soft"
4345,"-32hard/-11337soft"
4365,"-32hard/-11330soft"
4385,"-31hard/-11348soft"
4448,"-29hard/-11337soft"
4857,"-29hard/-11332soft"
4914,"-29hard/-11330soft"
4977,"-28hard/-11342soft"
5026,"-28hard/-11341soft"
5063,"-28hard/-11339soft"
5229,"-28hard/-11334soft"
5270,"-28hard/-11327soft"
5315,"-28hard/-11306soft"
5346,"-28hard/-11290soft"
5373,"-28hard/-11287soft"
5474,"-28hard/-11286soft"
5643,"-28hard/-11285soft"
6404,"-28hard/-11283soft"
6442,"-28hard/-11280soft"
6622,"-28hard/-11277soft"
6667,"-28hard/-11272soft"
6747,"-28hard/-11268soft"
6805,"-28hard/-11266soft"
6861,"-28hard/-11265soft"
7219,"-28hard/-11123soft"
7329,"-28hard/-11120soft"
7595,"-28hard/-11110soft"
7723,"-28hard/-11109soft"
7935,"-28hard/-11108soft"
8023,"-28hard/-11101soft"
8125,"-28hard/-11099soft"
8551,"-28hard/-11098soft"
8630,"-28hard/-11096soft"
8806,"-28hard/-11091soft"
8945,"-28hard/-11090soft"
9035,"-27hard/-11404soft"
9472,"-27hard/-11395soft"
9644,"-27hard/-11394soft"
9865,"-27hard/-11389soft"
10000,"-27hard/-11385soft"
