"timeMillisSpent","score"
31,"-7hard/-5397soft"
76,"-2hard/-5980soft"
126,"0hard/-5973soft"
193,"0hard/-5911soft"
252,"0hard/-5853soft"
304,"0hard/-5767soft"
598,"0hard/-5761soft"
640,"0hard/-5750soft"
686,"0hard/-5744soft"
733,"0hard/-5599soft"
783,"0hard/-5586soft"
842,"0hard/-5565soft"
891,"0hard/-5560soft"
1546,"0hard/-5527soft"
1611,"0hard/-5518soft"
1665,"0hard/-5509soft"
1719,"0hard/-5501soft"
1818,"0hard/-5499soft"
2095,"0hard/-5481soft"
2191,"0hard/-5477soft"
3948,"0hard/-5476soft"
4196,"0hard/-5473soft"
4421,"0hard/-5469soft"
4486,"0hard/-5448soft"
5003,"0hard/-5439soft"
5244,"0hard/-5430soft"
5443,"0hard/-5413soft"
5497,"0hard/-5409soft"
7343,"0hard/-5061soft"
7765,"0hard/-5038soft"
7912,"0hard/-5028soft"
7960,"0hard/-4990soft"
8015,"0hard/-4982soft"
