"timeMillisSpent","score"
1466,"-95hard/-19945soft"
1483,"-95hard/-19940soft"
1529,"-95hard/-19938soft"
1897,"-91hard/-20244soft"
1978,"-91hard/-20243soft"
2099,"-90hard/-20543soft"
2136,"-89hard/-20548soft"
2319,"-88hard/-21006soft"
2411,"-88hard/-21002soft"
2458,"-86hard/-21308soft"
2502,"-84hard/-21622soft"
2654,"-83hard/-21938soft"
2807,"-82hard/-21944soft"
2870,"-80hard/-21948soft"
2920,"-79hard/-22253soft"
2983,"-78hard/-22557soft"
3054,"-78hard/-22252soft"
3091,"-76hard/-22569soft"
3644,"-75hard/-22216soft"
3773,"-75hard/-22215soft"
3920,"-75hard/-22207soft"
4001,"-75hard/-21893soft"
4029,"-75hard/-21889soft"
4139,"-75hard/-21873soft"
4200,"-75hard/-21866soft"
4248,"-75hard/-21862soft"
4348,"-74hard/-21871soft"
4417,"-71hard/-21880soft"
4447,"-69hard/-21883soft"
4519,"-69hard/-21877soft"
4718,"-69hard/-21867soft"
4768,"-69hard/-21866soft"
4995,"-67hard/-22170soft"
5068,"-65hard/-22167soft"
5236,"-64hard/-22172soft"
5459,"-63hard/-22488soft"
5662,"-62hard/-22508soft"
5728,"-62hard/-22500soft"
5860,"-61hard/-22512soft"
5913,"-60hard/-22523soft"
5964,"-60hard/-22214soft"
6124,"-59hard/-22205soft"
6199,"-59hard/-22190soft"
6224,"-59hard/-22188soft"
6277,"-59hard/-22187soft"
6565,"-56hard/-22188soft"
6609,"-55hard/-22192soft"
6672,"-55hard/-22187soft"
6721,"-55hard/-22184soft"
7016,"-55hard/-22176soft"
7095,"-54hard/-22161soft"
7209,"-54hard/-22160soft"
7407,"-54hard/-22158soft"
7475,"-52hard/-22461soft"
7588,"-52hard/-22456soft"
7717,"-51hard/-22461soft"
7828,"-51hard/-22452soft"
7913,"-51hard/-22448soft"
8105,"-50hard/-22459soft"
8262,"-50hard/-22454soft"
8332,"-50hard/-22445soft"
8435,"-50hard/-22444soft"
8632,"-50hard/-22434soft"
8846,"-50hard/-22431soft"
9400,"-49hard/-22741soft"
9623,"-48hard/-22841soft"
9689,"-48hard/-22836soft"
9799,"-45hard/-22823soft"
10000,"-44hard/-22818soft"
