"timeMillisSpent","score"
418,"-42hard/-35349soft"
462,"-40hard/-35675soft"
510,"-39hard/-36349soft"
641,"-35hard/-36908soft"
688,"-33hard/-37049soft"
728,"-32hard/-36902soft"
812,"-32hard/-36540soft"
853,"-31hard/-36671soft"
895,"-31hard/-36276soft"
940,"-30hard/-36787soft"
1015,"-30hard/-36709soft"
1095,"-28hard/-37775soft"
1135,"-28hard/-37764soft"
1175,"-27hard/-37854soft"
1212,"-27hard/-37765soft"
1251,"-25hard/-37931soft"
1328,"-24hard/-38071soft"
1371,"-24hard/-37751soft"
1411,"-21hard/-37751soft"
1697,"-21hard/-37566soft"
1864,"-21hard/-37348soft"
1945,"-20hard/-37719soft"
1984,"-19hard/-38045soft"
2030,"-19hard/-37961soft"
2075,"-18hard/-38064soft"
2113,"-18hard/-37895soft"
2150,"-18hard/-37862soft"
2190,"-18hard/-37840soft"
2272,"-16hard/-38364soft"
2516,"-15hard/-38849soft"
2593,"-15hard/-38800soft"
2632,"-15hard/-38658soft"
2673,"-15hard/-38528soft"
5591,"-14hard/-38971soft"
5630,"-14hard/-38859soft"
5863,"-14hard/-38770soft"
5940,"-14hard/-38759soft"
5977,"-14hard/-38666soft"
6301,"-14hard/-38521soft"
6535,"-14hard/-38437soft"
6574,"-10hard/-38240soft"
6613,"-10hard/-38105soft"
6650,"-10hard/-38062soft"
6732,"-10hard/-37909soft"
6773,"-10hard/-37777soft"
6847,"-10hard/-37729soft"
6885,"-10hard/-37693soft"
6926,"-10hard/-37654soft"
6968,"-10hard/-37355soft"
7048,"-10hard/-37293soft"
7086,"-10hard/-37259soft"
7322,"-10hard/-37257soft"
7361,"-10hard/-37234soft"
7595,"-9hard/-37234soft"
7635,"-9hard/-37204soft"
7722,"-8hard/-37401soft"
7836,"-7hard/-37392soft"
7997,"-7hard/-37358soft"
8201,"-7hard/-37334soft"
8318,"-6hard/-38036soft"
8359,"-6hard/-38033soft"
8445,"-6hard/-37936soft"
8483,"-6hard/-37898soft"
8690,"-6hard/-37456soft"
9087,"-4hard/-38175soft"
9133,"-4hard/-38066soft"
9173,"-4hard/-38034soft"
9213,"-4hard/-37997soft"
9486,"-4hard/-37714soft"
9526,"-4hard/-37257soft"
9814,"-4hard/-37244soft"
