"timeMillisSpent","score"
22,"-13hard/-2093soft"
41,"-13hard/-2091soft"
60,"-13hard/-2088soft"
96,"-12hard/-2401soft"
116,"-11hard/-2418soft"
139,"-11hard/-2415soft"
160,"-10hard/-2426soft"
205,"-10hard/-2421soft"
225,"-10hard/-2417soft"
247,"-10hard/-2414soft"
271,"-10hard/-2107soft"
297,"-10hard/-2105soft"
318,"-10hard/-2104soft"
374,"-10hard/-2100soft"
398,"-10hard/-2096soft"
490,"-9hard/-2101soft"
515,"-9hard/-2097soft"
538,"-9hard/-2093soft"
560,"-9hard/-2091soft"
601,"-9hard/-2083soft"
631,"-9hard/-2078soft"
657,"-9hard/-2077soft"
749,"-6hard/-2301soft"
797,"-6hard/-2292soft"
819,"-6hard/-2290soft"
842,"-5hard/-2609soft"
904,"-1hard/-2627soft"
927,"-1hard/-2623soft"
947,"-1hard/-2619soft"
968,"-1hard/-2618soft"
1072,"-1hard/-2605soft"
1094,"-1hard/-2602soft"
1113,"-1hard/-2600soft"
1983,"-1hard/-2599soft"
2131,"0hard/-2614soft"
2154,"0hard/-2609soft"
2176,"0hard/-2597soft"
2196,"0hard/-2593soft"
2263,"0hard/-2592soft"
2285,"0hard/-2591soft"
3250,"0hard/-2590soft"
3269,"0hard/-2589soft"
3290,"0hard/-2582soft"
3311,"0hard/-2579soft"
3347,"0hard/-2578soft"
6742,"0hard/-2577soft"
6838,"0hard/-2574soft"
7223,"0hard/-2573soft"
7249,"0hard/-2569soft"
7277,"0hard/-2568soft"
7329,"0hard/-2565soft"
7377,"0hard/-2564soft"
7950,"0hard/-2563soft"
8179,"0hard/-2561soft"
8741,"0hard/-2560soft"
8785,"0hard/-2364soft"
8945,"0hard/-2363soft"
8965,"0hard/-2362soft"
9003,"0hard/-2361soft"
