"timeMillisSpent","score"
379,"-48hard/-10736soft"
394,"-48hard/-10734soft"
444,"-47hard/-11050soft"
857,"-45hard/-11054soft"
890,"-45hard/-11053soft"
932,"-44hard/-11051soft"
1028,"-43hard/-11364soft"
1053,"-43hard/-11213soft"
1113,"-43hard/-11202soft"
1177,"-39hard/-11188soft"
1216,"-38hard/-11185soft"
1310,"-34hard/-11492soft"
1361,"-33hard/-11486soft"
1409,"-32hard/-11502soft"
1431,"-32hard/-11500soft"
1844,"-31hard/-11520soft"
1951,"-31hard/-11519soft"
1963,"-31hard/-11518soft"
1988,"-31hard/-11516soft"
2042,"-31hard/-11515soft"
2075,"-31hard/-11514soft"
2101,"-30hard/-11512soft"
2272,"-28hard/-11821soft"
2304,"-25hard/-11826soft"
2325,"-25hard/-11524soft"
2405,"-25hard/-11511soft"
2436,"-23hard/-11839soft"
2504,"-23hard/-11832soft"
2626,"-22hard/-11843soft"
2672,"-22hard/-11836soft"
2688,"-22hard/-11835soft"
2713,"-21hard/-12140soft"
2742,"-21hard/-11831soft"
2867,"-21hard/-11815soft"
2894,"-21hard/-11814soft"
2981,"-21hard/-11805soft"
3101,"-21hard/-11778soft"
3135,"-21hard/-11777soft"
3207,"-19hard/-11787soft"
3260,"-19hard/-11786soft"
3333,"-19hard/-11496soft"
3421,"-19hard/-11495soft"
3434,"-19hard/-11493soft"
3495,"-19hard/-11479soft"
3534,"-19hard/-11475soft"
3604,"-19hard/-11471soft"
3668,"-19hard/-11469soft"
3701,"-19hard/-11468soft"
3759,"-19hard/-11460soft"
3876,"-19hard/-11456soft"
4178,"-19hard/-11453soft"
4235,"-19hard/-11442soft"
4385,"-18hard/-11441soft"
4423,"-18hard/-11440soft"
4504,"-18hard/-11437soft"
4678,"-17hard/-11438soft"
4724,"-17hard/-11435soft"
4787,"-17hard/-11426soft"
4887,"-17hard/-11425soft"
4970,"-17hard/-11424soft"
5020,"-16hard/-11431soft"
5868,"-15hard/-11452soft"
6050,"-14hard/-11570soft"
6132,"-14hard/-11568soft"
6183,"-14hard/-11547soft"
6201,"-14hard/-11544soft"
6524,"-13hard/-11549soft"
6589,"-13hard/-11547soft"
6645,"-11hard/-11855soft"
6715,"-11hard/-11844soft"
6747,"-11hard/-11843soft"
6799,"-11hard/-11842soft"
6828,"-11hard/-11840soft"
6890,"-8hard/-11837soft"
6957,"-8hard/-11831soft"
7012,"-8hard/-11830soft"
7088,"-6hard/-11842soft"
7188,"-6hard/-11832soft"
7263,"-6hard/-11831soft"
7396,"-6hard/-11829soft"
7455,"-6hard/-11826soft"
7513,"-6hard/-11825soft"
7662,"-6hard/-11820soft"
7704,"-6hard/-11816soft"
7739,"-6hard/-11814soft"
8551,"-5hard/-11821soft"
8674,"-5hard/-11819soft"
8710,"-5hard/-11817soft"
8786,"-5hard/-11816soft"
9061,"-5hard/-11815soft"
9276,"-5hard/-11810soft"
9814,"-5hard/-11807soft"
