"timeMillisSpent","score"
1309,"-97hard/-20228soft"
1701,"-96hard/-20224soft"
1888,"-94hard/-20554soft"
1947,"-92hard/-20592soft"
1997,"-91hard/-20605soft"
2167,"-90hard/-20918soft"
2187,"-89hard/-20914soft"
2240,"-88hard/-21252soft"
2265,"-85hard/-21574soft"
2299,"-85hard/-21573soft"
2455,"-82hard/-22050soft"
2477,"-81hard/-22483soft"
2500,"-79hard/-22491soft"
2512,"-78hard/-22502soft"
2523,"-76hard/-22507soft"
2565,"-76hard/-22497soft"
2734,"-75hard/-22837soft"
3210,"-74hard/-24114soft"
3390,"-73hard/-24078soft"
4696,"-73hard/-23256soft"
4736,"-72hard/-23261soft"
6511,"-71hard/-23482soft"
6610,"-71hard/-23478soft"
6669,"-71hard/-23477soft"
6809,"-69hard/-23493soft"
6849,"-69hard/-23491soft"
6888,"-68hard/-23500soft"
6935,"-68hard/-23495soft"
6957,"-68hard/-23490soft"
7354,"-67hard/-23828soft"
7394,"-67hard/-23494soft"
7412,"-64hard/-23488soft"
7442,"-64hard/-23476soft"
7780,"-63hard/-23855soft"
7806,"-63hard/-23853soft"
7814,"-63hard/-23847soft"
7938,"-60hard/-24174soft"
