"timeMillisSpent","score"
338,"-51hard/-11252soft"
413,"-51hard/-11248soft"
511,"-50hard/-11241soft"
528,"-50hard/-11237soft"
680,"-49hard/-11546soft"
715,"-48hard/-11859soft"
1049,"-48hard/-11748soft"
1052,"-48hard/-11734soft"
1123,"-47hard/-11767soft"
1132,"-47hard/-11458soft"
1371,"-46hard/-12431soft"
4999,"-44hard/-12886soft"
6265,"-43hard/-13056soft"
6367,"-43hard/-12837soft"
7697,"-42hard/-12800soft"
7739,"-42hard/-12524soft"
8949,"-41hard/-13511soft"
9590,"-41hard/-13383soft"
9888,"-40hard/-12975soft"
