"timeMillisSpent","score"
94,"-20hard/-4839soft"
176,"-18hard/-5152soft"
221,"-17hard/-5145soft"
317,"-15hard/-5133soft"
366,"-15hard/-5132soft"
416,"-15hard/-5129soft"
470,"-15hard/-5122soft"
526,"-13hard/-5436soft"
588,"-12hard/-5438soft"
651,"-9hard/-5446soft"
728,"-8hard/-5449soft"
789,"-6hard/-5466soft"
843,"-5hard/-5449soft"
890,"-5hard/-5148soft"
944,"-5hard/-5146soft"
1041,"-2hard/-5160soft"
1176,"-2hard/-5159soft"
1217,"-2hard/-5154soft"
1307,"-2hard/-5153soft"
1397,"-2hard/-5149soft"
1448,"-1hard/-5481soft"
1490,"-1hard/-5164soft"
1618,"-1hard/-4927soft"
1662,"-1hard/-4917soft"
1705,"-1hard/-4910soft"
1753,"-1hard/-4893soft"
1841,"-1hard/-4891soft"
1981,"-1hard/-4886soft"
2033,"-1hard/-4885soft"
2136,"-1hard/-4882soft"
2189,"-1hard/-4873soft"
2349,"-1hard/-4871soft"
2500,"-1hard/-4869soft"
2549,"-1hard/-4868soft"
2787,"-1hard/-4863soft"
2875,"-1hard/-4858soft"
3105,"0hard/-5178soft"
3198,"0hard/-5175soft"
3243,"0hard/-5171soft"
3288,"0hard/-5169soft"
3377,"0hard/-5168soft"
3468,"0hard/-4858soft"
3514,"0hard/-4857soft"
3563,"0hard/-4854soft"
3753,"0hard/-4853soft"
3795,"0hard/-4847soft"
3839,"0hard/-4842soft"
3990,"0hard/-4841soft"
5877,"0hard/-4833soft"
5929,"0hard/-4831soft"
6022,"0hard/-4827soft"
6068,"0hard/-4826soft"
6112,"0hard/-4817soft"
6156,"0hard/-4815soft"
6202,"0hard/-4813soft"
6294,"0hard/-4812soft"
6338,"0hard/-4811soft"
6430,"0hard/-4810soft"
6477,"0hard/-4501soft"
6527,"0hard/-4499soft"
6577,"0hard/-4498soft"
6628,"0hard/-4497soft"
7588,"0hard/-4496soft"
7687,"0hard/-4493soft"
7734,"0hard/-4491soft"
7783,"0hard/-4490soft"
7831,"0hard/-4489soft"
8032,"0hard/-4488soft"
