"timeMillisSpent","score"
17,"-13hard/-2093soft"
28,"-12hard/-2092soft"
55,"-11hard/-2109soft"
57,"-11hard/-2100soft"
85,"-11hard/-2097soft"
168,"-10hard/-2100soft"
175,"-8hard/-2092soft"
185,"-6hard/-2408soft"
195,"-6hard/-2123soft"
206,"-6hard/-2122soft"
219,"-6hard/-2121soft"
248,"-5hard/-2124soft"
301,"-5hard/-2119soft"
318,"-5hard/-2106soft"
404,"-5hard/-2099soft"
411,"-5hard/-2098soft"
631,"-5hard/-2097soft"
739,"-5hard/-2089soft"
744,"-5hard/-2083soft"
751,"-5hard/-2079soft"
1257,"-5hard/-2077soft"
1263,"-5hard/-2075soft"
1266,"-5hard/-2074soft"
1428,"-5hard/-2066soft"
1469,"-5hard/-2062soft"
1472,"-5hard/-2059soft"
1977,"-5hard/-2058soft"
2279,"-5hard/-2056soft"
2389,"-5hard/-2055soft"
2915,"-1hard/-2375soft"
3001,"-1hard/-2373soft"
3053,"-1hard/-2371soft"
3055,"-1hard/-2370soft"
3347,"-1hard/-2355soft"
3666,"0hard/-2413soft"
3673,"0hard/-2412soft"
3676,"0hard/-2405soft"
3698,"0hard/-2398soft"
3703,"0hard/-2393soft"
3706,"0hard/-2392soft"
3710,"0hard/-2383soft"
3722,"0hard/-2375soft"
4269,"0hard/-2371soft"
4271,"0hard/-2367soft"
4273,"0hard/-2361soft"
4328,"0hard/-2358soft"
5185,"0hard/-2357soft"
5230,"0hard/-2356soft"
5324,"0hard/-2355soft"
5755,"0hard/-2354soft"
7861,"0hard/-2353soft"
7985,"0hard/-2352soft"
8021,"0hard/-2351soft"
8046,"0hard/-2350soft"
9371,"0hard/-2349soft"
