"timeMillisSpent","score"
68,"-21hard/-7228soft"
114,"-19hard/-7556soft"
155,"-18hard/-7425soft"
199,"-17hard/-7426soft"
259,"-10hard/-7416soft"
324,"-9hard/-7282soft"
373,"-9hard/-7196soft"
418,"-9hard/-7193soft"
458,"-9hard/-6948soft"
506,"-9hard/-6855soft"
555,"-5hard/-6879soft"
595,"-2hard/-6864soft"
666,"-1hard/-7167soft"
703,"0hard/-7241soft"
740,"0hard/-6857soft"
783,"0hard/-6854soft"
2364,"0hard/-6808soft"
2401,"0hard/-6805soft"
2468,"0hard/-6780soft"
2543,"0hard/-6774soft"
3393,"0hard/-6412soft"
4218,"0hard/-6385soft"
4256,"0hard/-6347soft"
5199,"0hard/-6344soft"
8042,"0hard/-6336soft"
8079,"0hard/-6287soft"
