"timeMillisSpent","score"
394,"-54hard/-32727soft"
415,"-54hard/-32725soft"
439,"-54hard/-32718soft"
896,"-53hard/-33900soft"
920,"-52hard/-33830soft"
1347,"-51hard/-34346soft"
1371,"-50hard/-34457soft"
1392,"-48hard/-34656soft"
1432,"-48hard/-34549soft"
1453,"-48hard/-34281soft"
1473,"-48hard/-34102soft"
1495,"-48hard/-34066soft"
1587,"-48hard/-33914soft"
1850,"-48hard/-33598soft"
1871,"-48hard/-33591soft"
1892,"-48hard/-33506soft"
1913,"-44hard/-33517soft"
1937,"-44hard/-33495soft"
2006,"-43hard/-33519soft"
2041,"-43hard/-33342soft"
4132,"-40hard/-35330soft"
4228,"-38hard/-35087soft"
4250,"-38hard/-35062soft"
4271,"-38hard/-34910soft"
4293,"-38hard/-34890soft"
4315,"-37hard/-34746soft"
4433,"-37hard/-34739soft"
4539,"-37hard/-34722soft"
4561,"-36hard/-35272soft"
4652,"-35hard/-35713soft"
4674,"-34hard/-35758soft"
4695,"-33hard/-35728soft"
4717,"-32hard/-35874soft"
6652,"-30hard/-35744soft"
6674,"-30hard/-35606soft"
6693,"-30hard/-35577soft"
6713,"-30hard/-35548soft"
6795,"-29hard/-35588soft"
6815,"-29hard/-35577soft"
7144,"-28hard/-35796soft"
7183,"-27hard/-35824soft"
7224,"-27hard/-35809soft"
7250,"-27hard/-35398soft"
7274,"-27hard/-34954soft"
7297,"-27hard/-34769soft"
