"timeMillisSpent","score"
84,"-39hard/-5081soft"
165,"-38hard/-5075soft"
264,"-38hard/-5074soft"
312,"-38hard/-5072soft"
365,"-37hard/-5094soft"
416,"-37hard/-5092soft"
474,"-37hard/-5087soft"
593,"-36hard/-5074soft"
653,"-36hard/-5073soft"
731,"-34hard/-5375soft"
793,"-31hard/-5373soft"
1031,"-31hard/-5372soft"
1086,"-31hard/-5369soft"
1143,"-31hard/-5368soft"
1267,"-31hard/-5366soft"
1667,"-30hard/-5695soft"
1734,"-30hard/-5694soft"
1800,"-30hard/-5692soft"
1980,"-30hard/-5608soft"
2039,"-27hard/-6023soft"
2119,"-27hard/-6022soft"
2183,"-27hard/-6020soft"
2243,"-27hard/-5755soft"
2304,"-27hard/-5746soft"
2359,"-27hard/-5740soft"
2415,"-26hard/-5748soft"
2467,"-26hard/-5738soft"
2521,"-22hard/-5740soft"
2575,"-22hard/-5733soft"
2682,"-22hard/-5731soft"
2733,"-20hard/-6032soft"
2787,"-20hard/-6030soft"
2840,"-19hard/-6040soft"
2893,"-19hard/-6036soft"
3055,"-19hard/-6023soft"
3162,"-19hard/-6020soft"
3214,"-19hard/-6018soft"
3268,"-19hard/-6017soft"
3322,"-19hard/-6015soft"
3372,"-18hard/-6018soft"
3568,"-17hard/-6014soft"
3667,"-17hard/-6008soft"
3718,"-17hard/-6007soft"
3769,"-17hard/-6001soft"
3823,"-17hard/-6000soft"
4229,"-17hard/-5994soft"
4284,"-17hard/-5680soft"
4635,"-16hard/-5696soft"
4684,"-16hard/-5691soft"
4732,"-16hard/-5688soft"
4777,"-16hard/-5683soft"
4822,"-14hard/-5793soft"
4869,"-13hard/-5801soft"
4914,"-13hard/-5800soft"
4959,"-13hard/-5796soft"
5005,"-13hard/-5794soft"
5052,"-13hard/-5793soft"
5100,"-13hard/-5786soft"
5466,"-12hard/-6444soft"
5515,"-12hard/-6144soft"
5565,"-12hard/-6141soft"
5614,"-12hard/-6138soft"
5657,"-12hard/-6137soft"
5707,"-12hard/-6133soft"
5881,"-12hard/-6110soft"
5928,"-12hard/-6102soft"
5974,"-12hard/-6100soft"
6019,"-12hard/-6098soft"
6064,"-12hard/-6087soft"
6108,"-12hard/-5982soft"
6622,"-12hard/-5981soft"
6670,"-12hard/-5976soft"
6717,"-12hard/-5974soft"
6762,"-12hard/-5970soft"
6810,"-12hard/-5966soft"
6856,"-12hard/-5964soft"
6901,"-12hard/-5963soft"
7040,"-12hard/-5961soft"
7285,"-12hard/-5639soft"
7428,"-12hard/-5638soft"
7474,"-12hard/-5636soft"
7520,"-12hard/-5635soft"
7564,"-12hard/-5634soft"
7952,"-12hard/-5633soft"
8439,"-12hard/-5630soft"
8483,"-12hard/-5628soft"
9506,"-10hard/-5818soft"
9555,"-10hard/-5816soft"
9601,"-10hard/-5815soft"
9646,"-10hard/-5813soft"
9692,"-10hard/-5811soft"
10001,"-10hard/-5810soft"
