"timeMillisSpent","score"
26,"-9hard/-2503soft"
84,"-7hard/-2498soft"
290,"-6hard/-2502soft"
449,"-5hard/-2671soft"
496,"-5hard/-2666soft"
499,"-3hard/-2669soft"
516,"-2hard/-2676soft"
540,"-1hard/-2686soft"
540,"-1hard/-2682soft"
542,"-1hard/-2671soft"
1595,"-1hard/-2658soft"
1610,"-1hard/-2639soft"
2077,"0hard/-2977soft"
2078,"0hard/-2976soft"
2079,"0hard/-2970soft"
2089,"0hard/-2959soft"
2094,"0hard/-2958soft"
2644,"0hard/-2604soft"
2645,"0hard/-2589soft"
2648,"0hard/-2587soft"
4485,"0hard/-2491soft"
4515,"0hard/-2487soft"
7021,"0hard/-2236soft"
