"timeMillisSpent","score"
6,"-1hard/-1202soft"
15,"0hard/-1516soft"
17,"0hard/-1505soft"
37,"0hard/-1501soft"
41,"0hard/-1496soft"
42,"0hard/-1485soft"
49,"0hard/-1480soft"
73,"0hard/-1477soft"
74,"0hard/-1474soft"
129,"0hard/-1154soft"
278,"0hard/-1150soft"
283,"0hard/-1142soft"
284,"0hard/-1138soft"
284,"0hard/-1130soft"
484,"0hard/-1122soft"
896,"0hard/-1121soft"
986,"0hard/-1119soft"
998,"0hard/-1118soft"
1190,"0hard/-1115soft"
2075,"0hard/-1111soft"
2778,"0hard/-1110soft"
2805,"0hard/-1107soft"
3280,"0hard/-1105soft"
3284,"0hard/-1101soft"
3294,"0hard/-1100soft"
