"timeMillisSpent","score"
514,"-46hard/-10877soft"
682,"-44hard/-11203soft"
713,"-43hard/-11507soft"
714,"-41hard/-11838soft"
1118,"-39hard/-12213soft"
3437,"-38hard/-13530soft"
4253,"-38hard/-12754soft"
