"timeMillisSpent","score"
1400,"-107hard/-19397soft"
1541,"-107hard/-19384soft"
1616,"-105hard/-19714soft"
1667,"-103hard/-20040soft"
1804,"-102hard/-20373soft"
1845,"-102hard/-20372soft"
2013,"-101hard/-20367soft"
2037,"-99hard/-20359soft"
2105,"-96hard/-20687soft"
2136,"-94hard/-20691soft"
2216,"-93hard/-20705soft"
2329,"-93hard/-20687soft"
2371,"-93hard/-20684soft"
2516,"-92hard/-21155soft"
2544,"-91hard/-21468soft"
2621,"-90hard/-21472soft"
2733,"-87hard/-21491soft"
2800,"-86hard/-21797soft"
2822,"-84hard/-21809soft"
2930,"-82hard/-22126soft"
2998,"-81hard/-22143soft"
3039,"-81hard/-22129soft"
3093,"-81hard/-21817soft"
3140,"-80hard/-21814soft"
3171,"-79hard/-22115soft"
3198,"-78hard/-22265soft"
3226,"-78hard/-22261soft"
3235,"-78hard/-22259soft"
3255,"-77hard/-22591soft"
3496,"-76hard/-22599soft"
3684,"-76hard/-22276soft"
3731,"-73hard/-22582soft"
3776,"-69hard/-22590soft"
3838,"-66hard/-22719soft"
3873,"-65hard/-22729soft"
3924,"-64hard/-22711soft"
3957,"-64hard/-22703soft"
4002,"-64hard/-22702soft"
4170,"-64hard/-22700soft"
4214,"-61hard/-22693soft"
4323,"-61hard/-22691soft"
4401,"-59hard/-22696soft"
4418,"-56hard/-23000soft"
4458,"-54hard/-23334soft"
4507,"-53hard/-23355soft"
4622,"-52hard/-23369soft"
4706,"-52hard/-23367soft"
4772,"-51hard/-23359soft"
5108,"-51hard/-23355soft"
5194,"-51hard/-23354soft"
5257,"-51hard/-23352soft"
5324,"-51hard/-23349soft"
5445,"-51hard/-23346soft"
5559,"-50hard/-23337soft"
5669,"-50hard/-23330soft"
5755,"-50hard/-23327soft"
5782,"-50hard/-23322soft"
5820,"-50hard/-23320soft"
5875,"-47hard/-23321soft"
5924,"-47hard/-23319soft"
5949,"-46hard/-23311soft"
6052,"-46hard/-23309soft"
6081,"-46hard/-23302soft"
6219,"-46hard/-23295soft"
6308,"-45hard/-23289soft"
6405,"-45hard/-23280soft"
6447,"-45hard/-23270soft"
6473,"-45hard/-23269soft"
6519,"-44hard/-23276soft"
6574,"-44hard/-23255soft"
6661,"-43hard/-23584soft"
6715,"-42hard/-23588soft"
6766,"-42hard/-23585soft"
6799,"-41hard/-23614soft"
6883,"-40hard/-23919soft"
6922,"-40hard/-23918soft"
7023,"-38hard/-23928soft"
7106,"-38hard/-23924soft"
7167,"-37hard/-23923soft"
7211,"-37hard/-23605soft"
7250,"-36hard/-23905soft"
7288,"-36hard/-23897soft"
7477,"-36hard/-23745soft"
7547,"-36hard/-23744soft"
7691,"-35hard/-23755soft"
7753,"-34hard/-23766soft"
7824,"-34hard/-23764soft"
7914,"-34hard/-23762soft"
8152,"-34hard/-23757soft"
8247,"-34hard/-23754soft"
8279,"-34hard/-23751soft"
8352,"-33hard/-23745soft"
8414,"-33hard/-23740soft"
8484,"-33hard/-23732soft"
8561,"-33hard/-23432soft"
8811,"-33hard/-23423soft"
8882,"-29hard/-23738soft"
8977,"-29hard/-23733soft"
9067,"-29hard/-23730soft"
9201,"-29hard/-23711soft"
9314,"-29hard/-23395soft"
9473,"-29hard/-23392soft"
9664,"-29hard/-23390soft"
9918,"-29hard/-23385soft"
10000,"-29hard/-23384soft"
