"timeMillisSpent","score"
457,"-43hard/-31019soft"
561,"-42hard/-31198soft"
659,"-41hard/-30967soft"
813,"-36hard/-31532soft"
874,"-36hard/-31501soft"
923,"-35hard/-31472soft"
1016,"-34hard/-31606soft"
1061,"-33hard/-31730soft"
1108,"-33hard/-31689soft"
1203,"-32hard/-31607soft"
1291,"-32hard/-31573soft"
1344,"-32hard/-31565soft"
1449,"-32hard/-31486soft"
1496,"-31hard/-31602soft"
1543,"-31hard/-31481soft"
1591,"-30hard/-32000soft"
1639,"-30hard/-31894soft"
1685,"-29hard/-32253soft"
1727,"-28hard/-32244soft"
1769,"-28hard/-32225soft"
1814,"-28hard/-31836soft"
1863,"-28hard/-31771soft"
1952,"-28hard/-31764soft"
2041,"-27hard/-32189soft"
2092,"-27hard/-32064soft"
2140,"-27hard/-32045soft"
2225,"-25hard/-32642soft"
2271,"-23hard/-32254soft"
2318,"-23hard/-32112soft"
2360,"-23hard/-32080soft"
2405,"-23hard/-32012soft"
2448,"-21hard/-32024soft"
2532,"-19hard/-32174soft"
2577,"-19hard/-32112soft"
2623,"-19hard/-31705soft"
2668,"-19hard/-31689soft"
2714,"-19hard/-31560soft"
2851,"-19hard/-31543soft"
2897,"-19hard/-31511soft"
2943,"-19hard/-31491soft"
3083,"-15hard/-31537soft"
3174,"-15hard/-31363soft"
3265,"-14hard/-31537soft"
3308,"-14hard/-31509soft"
6685,"-13hard/-32306soft"
6731,"-12hard/-32257soft"
6817,"-12hard/-32236soft"
6946,"-12hard/-31882soft"
7122,"-12hard/-31865soft"
7297,"-12hard/-31839soft"
7340,"-12hard/-31742soft"
7388,"-11hard/-31738soft"
7432,"-11hard/-31710soft"
7516,"-11hard/-31594soft"
7829,"-10hard/-31658soft"
7875,"-10hard/-31478soft"
7917,"-10hard/-31435soft"
8051,"-9hard/-31910soft"
8132,"-9hard/-31856soft"
8175,"-5hard/-31860soft"
8216,"-5hard/-31746soft"
8303,"-5hard/-31722soft"
8563,"-4hard/-31940soft"
8651,"-4hard/-31928soft"
8699,"-4hard/-31924soft"
