"timeMillisSpent","score"
26,"-6hard/-7673soft"
65,"-5hard/-7781soft"
98,"-4hard/-7576soft"
134,"-4hard/-7563soft"
170,"-4hard/-7488soft"
214,"-4hard/-7439soft"
318,"-4hard/-7416soft"
367,"-4hard/-7414soft"
457,"-3hard/-7532soft"
517,"-2hard/-7477soft"
568,"-2hard/-7422soft"
677,"-2hard/-7235soft"
793,"-2hard/-7212soft"
1190,"0hard/-7929soft"
1241,"0hard/-7880soft"
1296,"0hard/-7852soft"
1342,"0hard/-7802soft"
1398,"0hard/-7786soft"
1442,"0hard/-7778soft"
1579,"0hard/-7765soft"
1636,"0hard/-7726soft"
1708,"0hard/-7714soft"
2411,"0hard/-7547soft"
2470,"0hard/-7485soft"
2527,"0hard/-7456soft"
2580,"0hard/-7407soft"
2634,"0hard/-7382soft"
2685,"0hard/-7347soft"
2734,"0hard/-7311soft"
2783,"0hard/-7282soft"
2949,"0hard/-7273soft"
