"timeMillisSpent","score"
1333,"-95hard/-19945soft"
1351,"-95hard/-19940soft"
1580,"-93hard/-19935soft"
1662,"-93hard/-19933soft"
1842,"-92hard/-20259soft"
1900,"-90hard/-20575soft"
1937,"-89hard/-20881soft"
2168,"-87hard/-21207soft"
2181,"-86hard/-21180soft"
2390,"-85hard/-21494soft"
2434,"-85hard/-21478soft"
2552,"-84hard/-21457soft"
2603,"-83hard/-21455soft"
2758,"-81hard/-21475soft"
2930,"-79hard/-21473soft"
2982,"-77hard/-21787soft"
3087,"-77hard/-21786soft"
3226,"-74hard/-21788soft"
3268,"-74hard/-21786soft"
3481,"-74hard/-21472soft"
3916,"-74hard/-21458soft"
3955,"-73hard/-21474soft"
4387,"-70hard/-21485soft"
4514,"-68hard/-21936soft"
4666,"-68hard/-21935soft"
4764,"-68hard/-21616soft"
4811,"-66hard/-21932soft"
4943,"-66hard/-21925soft"
5118,"-66hard/-21919soft"
5210,"-65hard/-21921soft"
5232,"-61hard/-21903soft"
5320,"-61hard/-21892soft"
5386,"-61hard/-21888soft"
5450,"-61hard/-21877soft"
5498,"-61hard/-21867soft"
5567,"-59hard/-21868soft"
5634,"-56hard/-21864soft"
5691,"-56hard/-21857soft"
5732,"-55hard/-21858soft"
5839,"-55hard/-21557soft"
5866,"-54hard/-21549soft"
5923,"-54hard/-21546soft"
5964,"-54hard/-21543soft"
6423,"-53hard/-21560soft"
6492,"-51hard/-21869soft"
6653,"-51hard/-21862soft"
6708,"-50hard/-21861soft"
6954,"-49hard/-21878soft"
7015,"-49hard/-21874soft"
7224,"-49hard/-21873soft"
7257,"-48hard/-21868soft"
7329,"-48hard/-21865soft"
7387,"-48hard/-21854soft"
7484,"-47hard/-21842soft"
7956,"-47hard/-21838soft"
8175,"-47hard/-21835soft"
8569,"-46hard/-21841soft"
8893,"-46hard/-21837soft"
9032,"-45hard/-21839soft"
9129,"-45hard/-21831soft"
9294,"-45hard/-21829soft"
9449,"-45hard/-21828soft"
9577,"-45hard/-21815soft"
9776,"-45hard/-21814soft"
9867,"-45hard/-21812soft"
10000,"-45hard/-21811soft"
