"timeMillisSpent","score"
85,"-39hard/-5081soft"
462,"-35hard/-5655soft"
477,"-35hard/-5653soft"
488,"-34hard/-5649soft"
532,"-34hard/-5336soft"
545,"-33hard/-5337soft"
582,"-33hard/-5333soft"
673,"-31hard/-5332soft"
786,"-30hard/-5336soft"
817,"-30hard/-5334soft"
1005,"-30hard/-5328soft"
1138,"-29hard/-5759soft"
1154,"-29hard/-5757soft"
1224,"-29hard/-5751soft"
1260,"-29hard/-5747soft"
1284,"-29hard/-5744soft"
1307,"-29hard/-5436soft"
2080,"-29hard/-5338soft"
2085,"-29hard/-5333soft"
2120,"-29hard/-5330soft"
2240,"-29hard/-5327soft"
2255,"-29hard/-5326soft"
2326,"-29hard/-5323soft"
2623,"-24hard/-5634soft"
2750,"-24hard/-5632soft"
2772,"-24hard/-5629soft"
2794,"-24hard/-5625soft"
2837,"-23hard/-6049soft"
2893,"-23hard/-6048soft"
2916,"-23hard/-6047soft"
2941,"-22hard/-6214soft"
3277,"-22hard/-6213soft"
3366,"-22hard/-6210soft"
3387,"-22hard/-5822soft"
3402,"-22hard/-5818soft"
3712,"-22hard/-5810soft"
3847,"-22hard/-5804soft"
3928,"-22hard/-5802soft"
4024,"-22hard/-5799soft"
4038,"-22hard/-5791soft"
4073,"-20hard/-5809soft"
4095,"-20hard/-5806soft"
4160,"-20hard/-5803soft"
4264,"-20hard/-5801soft"
4364,"-19hard/-5813soft"
4376,"-19hard/-5811soft"
4386,"-19hard/-5810soft"
4450,"-19hard/-5808soft"
5178,"-18hard/-5825soft"
5197,"-18hard/-5820soft"
5233,"-18hard/-5809soft"
5252,"-18hard/-5806soft"
5341,"-18hard/-5803soft"
5361,"-18hard/-5797soft"
5378,"-18hard/-5796soft"
5394,"-18hard/-5795soft"
5412,"-18hard/-5793soft"
5599,"-18hard/-5790soft"
5626,"-18hard/-5785soft"
5660,"-18hard/-5784soft"
5725,"-18hard/-5783soft"
5811,"-18hard/-5781soft"
5865,"-18hard/-5780soft"
5893,"-18hard/-5776soft"
6037,"-17hard/-5975soft"
6049,"-17hard/-5974soft"
6058,"-17hard/-5972soft"
6088,"-17hard/-5966soft"
6177,"-17hard/-5958soft"
6256,"-16hard/-5958soft"
6271,"-16hard/-5956soft"
6303,"-15hard/-5955soft"
6331,"-13hard/-5958soft"
6361,"-13hard/-5954soft"
6566,"-11hard/-6268soft"
6647,"-11hard/-6267soft"
6823,"-10hard/-6595soft"
6869,"-10hard/-6287soft"
6956,"-10hard/-6283soft"
6994,"-10hard/-6282soft"
7175,"-10hard/-5970soft"
7205,"-10hard/-5962soft"
7213,"-10hard/-5959soft"
7244,"-10hard/-5957soft"
7390,"-10hard/-5953soft"
7669,"-10hard/-5951soft"
7682,"-10hard/-5948soft"
8262,"-10hard/-5858soft"
8389,"-9hard/-5864soft"
8601,"-8hard/-6175soft"
8797,"-8hard/-6173soft"
9036,"-8hard/-6172soft"
9182,"-8hard/-6171soft"
9299,"-8hard/-6169soft"
9355,"-8hard/-6168soft"
9439,"-8hard/-6158soft"
9522,"-8hard/-6157soft"
9550,"-8hard/-6156soft"
9684,"-8hard/-6155soft"
9812,"-8hard/-6153soft"
9850,"-8hard/-6151soft"
9919,"-7hard/-6160soft"
