"timeMillisSpent","score"
430,"-36hard/-29613soft"
567,"-35hard/-30067soft"
568,"-34hard/-30087soft"
570,"-34hard/-30071soft"
610,"-33hard/-30193soft"
631,"-32hard/-31139soft"
1503,"-31hard/-34787soft"
1505,"-31hard/-34705soft"
1612,"-30hard/-35002soft"
1833,"-29hard/-36378soft"
3129,"-28hard/-38080soft"
5462,"-28hard/-35857soft"
5463,"-28hard/-35790soft"
5465,"-28hard/-35664soft"
5653,"-26hard/-35520soft"
5654,"-26hard/-35486soft"
7383,"-26hard/-35408soft"
8125,"-25hard/-35616soft"
8130,"-25hard/-35290soft"
