"timeMillisSpent","score"
29,"-12hard/-2977soft"
39,"-10hard/-3292soft"
53,"-10hard/-3284soft"
66,"-7hard/-3593soft"
438,"-7hard/-3398soft"
648,"-7hard/-3268soft"
650,"-5hard/-3264soft"
2341,"-4hard/-3111soft"
2343,"-4hard/-3109soft"
2344,"-4hard/-3103soft"
2351,"-4hard/-3096soft"
2353,"-4hard/-3094soft"
2355,"-4hard/-3091soft"
2701,"-3hard/-3371soft"
3998,"-2hard/-2860soft"
4003,"-2hard/-2853soft"
4026,"-2hard/-2852soft"
4028,"-2hard/-2850soft"
6056,"-1hard/-3401soft"
7711,"0hard/-3022soft"
7712,"0hard/-3021soft"
