"timeMillisSpent","score"
33,"-6hard/-2697soft"
140,"-5hard/-2692soft"
436,"-5hard/-2689soft"
500,"-3hard/-3015soft"
564,"-2hard/-3007soft"
627,"-2hard/-3006soft"
905,"-1hard/-3325soft"
975,"-1hard/-3317soft"
1035,"-1hard/-3316soft"
1102,"-1hard/-3315soft"
1278,"-1hard/-3300soft"
1338,"-1hard/-3289soft"
1457,"-1hard/-3283soft"
1607,"-1hard/-2973soft"
1715,"-1hard/-2972soft"
1916,"0hard/-2990soft"
1962,"0hard/-2989soft"
2236,"0hard/-2984soft"
2282,"0hard/-2983soft"
2375,"0hard/-2979soft"
2423,"0hard/-2977soft"
2966,"0hard/-2975soft"
3025,"0hard/-2970soft"
3087,"0hard/-2966soft"
3136,"0hard/-2963soft"
3185,"0hard/-2961soft"
3277,"0hard/-2960soft"
6328,"0hard/-2958soft"
6373,"0hard/-2956soft"
6418,"0hard/-2955soft"
6468,"0hard/-2953soft"
6604,"0hard/-2952soft"
6935,"0hard/-2951soft"
6985,"0hard/-2950soft"
