"timeMillisSpent","score"
324,"-46hard/-10877soft"
939,"-45hard/-11780soft"
958,"-45hard/-11772soft"
1015,"-44hard/-11805soft"
1051,"-44hard/-11788soft"
1071,"-44hard/-11785soft"
1128,"-38hard/-12122soft"
1146,"-38hard/-12120soft"
1166,"-37hard/-12114soft"
1188,"-36hard/-12434soft"
2236,"-34hard/-12871soft"
2311,"-32hard/-12889soft"
2332,"-30hard/-12899soft"
2351,"-28hard/-12913soft"
2461,"-26hard/-12922soft"
2491,"-25hard/-12904soft"
2751,"-24hard/-12711soft"
2770,"-24hard/-12707soft"
2806,"-23hard/-12694soft"
2824,"-22hard/-12688soft"
3041,"-22hard/-12672soft"
3061,"-22hard/-12665soft"
3079,"-22hard/-12664soft"
3831,"-22hard/-12525soft"
3850,"-22hard/-12522soft"
3975,"-22hard/-12493soft"
4011,"-22hard/-12481soft"
4029,"-22hard/-12479soft"
4047,"-22hard/-12477soft"
4067,"-22hard/-12473soft"
4085,"-22hard/-12463soft"
4139,"-22hard/-12460soft"
4157,"-22hard/-12459soft"
4781,"-20hard/-12831soft"
4983,"-20hard/-12829soft"
5001,"-20hard/-12821soft"
6815,"-19hard/-12821soft"
6853,"-19hard/-12816soft"
6872,"-19hard/-12808soft"
6929,"-16hard/-12809soft"
6948,"-16hard/-12799soft"
6985,"-16hard/-12790soft"
7003,"-16hard/-12787soft"
7059,"-15hard/-12778soft"
7076,"-15hard/-12777soft"
7131,"-14hard/-12792soft"
7150,"-13hard/-12794soft"
7169,"-13hard/-12774soft"
7520,"-12hard/-12828soft"
7556,"-12hard/-12827soft"
7574,"-12hard/-12824soft"
