"timeMillisSpent","score"
21,"-9hard/-2503soft"
58,"-8hard/-2503soft"
70,"-8hard/-2500soft"
81,"-7hard/-2500soft"
93,"-7hard/-2497soft"
228,"-6hard/-2718soft"
253,"-6hard/-2714soft"
278,"-6hard/-2713soft"
302,"-4hard/-2687soft"
383,"-2hard/-3013soft"
414,"-2hard/-3008soft"
445,"-2hard/-2997soft"
475,"-2hard/-2676soft"
509,"-2hard/-2667soft"
542,"-2hard/-2665soft"
575,"-2hard/-2663soft"
599,"-2hard/-2662soft"
621,"-2hard/-2659soft"
645,"-2hard/-2657soft"
668,"-2hard/-2653soft"
719,"-2hard/-2651soft"
769,"-2hard/-2649soft"
795,"0hard/-2659soft"
818,"0hard/-2657soft"
860,"0hard/-2656soft"
1749,"0hard/-2653soft"
1781,"0hard/-2651soft"
1808,"0hard/-2648soft"
1901,"0hard/-2646soft"
1927,"0hard/-2643soft"
1951,"0hard/-2642soft"
1972,"0hard/-2641soft"
2042,"0hard/-2639soft"
2089,"0hard/-2410soft"
2114,"0hard/-2407soft"
2232,"0hard/-2406soft"
