"timeMillisSpent","score"
135,"-29hard/-16190soft"
191,"-27hard/-16083soft"
247,"-26hard/-15935soft"
304,"-25hard/-15886soft"
422,"-25hard/-15698soft"
469,"-25hard/-15689soft"
513,"-24hard/-16045soft"
557,"-21hard/-16085soft"
642,"-21hard/-16080soft"
689,"-19hard/-15939soft"
734,"-15hard/-15887soft"
777,"-14hard/-15949soft"
867,"-13hard/-15953soft"
997,"-11hard/-16132soft"
1086,"-11hard/-16061soft"
1208,"-11hard/-16040soft"
1250,"-11hard/-16029soft"
1382,"-11hard/-16027soft"
1421,"-10hard/-16048soft"
1468,"-10hard/-15926soft"
1846,"-10hard/-15823soft"
1888,"-10hard/-15791soft"
2067,"-10hard/-15740soft"
2153,"-10hard/-15708soft"
2242,"-10hard/-15606soft"
2550,"-10hard/-15504soft"
2712,"-9hard/-15595soft"
2809,"-8hard/-15579soft"
3261,"-6hard/-15798soft"
3441,"-6hard/-15639soft"
3485,"-6hard/-15619soft"
4260,"-6hard/-15572soft"
4304,"-5hard/-15628soft"
4430,"-5hard/-15587soft"
4474,"-5hard/-15562soft"
4558,"-4hard/-15687soft"
4599,"-4hard/-15679soft"
4644,"-4hard/-15608soft"
4687,"-3hard/-15589soft"
4851,"-3hard/-15560soft"
4892,"-3hard/-15500soft"
4940,"-3hard/-15499soft"
4983,"-3hard/-15472soft"
6663,"-3hard/-15420soft"
6706,"-3hard/-15407soft"
6750,"-3hard/-15321soft"
6796,"-3hard/-15299soft"
6840,"-3hard/-15268soft"
6879,"-3hard/-15248soft"
6920,"-2hard/-15262soft"
6960,"-2hard/-15231soft"
